H,R,T
disease-6645,associate,gene-01855
disease-6645,associate,gene-04829
disease-6645,associate,gene-13361
disease-6645,associate,gene-17191
disease-6645,cause,disease-2005
disease-6645,cause,gene-02917
disease-6645,conside,gene-19731
disease-6645,determin,disease-2005
disease-6645,exist,gene-01870
disease-6645,expression,gene-00175
disease-6645,expression,gene-08347
disease-6645,expression,gene-09548
disease-6645,expression,gene-12572
disease-6645,expression,gene-13019
disease-6645,function,gene-00708
disease-6645,gene,small_molecule-03447
disease-6645,inhibit,gene-01659
disease-6645,inhibit,gene-02698
disease-6645,interact,gene-00704
disease-6645,particip,gene-03983
disease-6645,produce,small_molecule-03447
disease-6645,produce,small_molecule-08414
disease-6645,produce,small_molecule-10928
disease-6645,regulate,gene-00486
disease-6645,regulate,gene-03468
disease-6645,regulate,gene-03627
disease-6645,regulate,gene-03983
disease-6645,regulate,gene-04423
disease-6645,regulate,gene-04438
disease-6645,regulate,gene-04645
disease-6645,regulate,gene-05736
disease-6645,regulate,gene-08293
disease-6645,risk,hpo-04714
disease-6645,serve,gene-24136
disease-6645,transloc,gene-03472
disease-6731,associate,hpo-04556
disease-6903,cause,gene-02113
disease-6963,associate,gene-20698
disease-6963,cause,gene-20067
disease-6963,risk,hpo-00350
disease-6988,develop,hpo-09985
disease-6988,feature,small_molecule-11333
disease-7444,inhibit,hpo-09985
disease-7802,interact,disease-2005
disease-7926,generate,hpo-00419
disease-7964,cause,disease-1402
disease-7964,exist,gene-13440
disease-8865,associate,hpo-12684
disease-8865,associate,small_molecule-25214
drug-00002,affect,gene-15141
drug-00002,associate,disease-0271
drug-00002,associate,gene-00175
drug-00002,bind,gene-01565
drug-00002,bind,hpo-09983
drug-00002,bind,hpo-12675
drug-00002,cause,disease-2005
drug-00002,cause,gene-01565
drug-00002,cause,gene-04210
drug-00002,contain,gene-01565
drug-00002,depend,gene-03118
drug-00002,enhance,disease-2005
drug-00002,enhance,gene-01565
drug-00002,expression,gene-04210
drug-00002,expression,hpo-09983
drug-00002,expression,hpo-13648
drug-00002,increase,drug-13650
drug-00002,increase,hpo-10098
drug-00002,inhibit,gene-01565
drug-00002,inhibit,gene-03016
drug-00002,inhibit,hpo-09983
drug-00002,marker,hpo-06461
drug-00002,potenti,hpo-03056
drug-00002,predict,disease-0271
drug-00002,regulate,gene-01565
drug-00002,studi,hpo-09983
drug-00002,treat,disease-0271
drug-00002,treat,disease-2931
drug-00002,treat,disease-3249
drug-00002,treat,gene-01565
drug-00002,treat,hpo-06472
drug-00002,treat,hpo-09983
drug-00002,treat,hpo-13648
drug-00005,affect,hpo-09938
drug-00005,expression,protein-04391
drug-00005,inhibit,small_molecule-25132
drug-00005,reduce,hpo-09938
drug-00005,treat,hpo-03031
drug-00005,treat,hpo-12248
drug-00009,analyz,disease-2005
drug-00009,produce,hpo-04477
drug-00013,cause,hpo-06980
drug-00013,patholog,disease-2005
drug-00013,regulate,hpo-09983
drug-00016,affect,gene-01654
drug-00016,bind,gene-01654
drug-00016,expression,gene-03472
drug-00016,expression,hpo-09983
drug-00016,production,gene-11125
drug-00016,treat,hpo-13215
drug-00017,produce,hpo-05195
drug-00023,cause,disease-6388
drug-00026,affect,drug-12785
drug-00026,bind,gene-02875
drug-00026,develop,gene-00166
drug-00026,inhibit,gene-02875
drug-00027,cause,hpo-13040
drug-00027,reduce,hpo-06984
drug-00028,affect,hpo-13631
drug-00028,associate,small_molecule-41066
drug-00028,expression,disease-2005
drug-00028,inhibit,hpo-00375
drug-00028,reverse,hpo-00375
drug-00035,inhibit,hpo-12684
drug-00035,prevent,hpo-00281
drug-00035,prevent,hpo-13407
drug-00037,activate,gene-00175
drug-00037,activate,gene-05399
drug-00037,associate,hpo-12684
drug-00037,cause,hpo-09985
drug-00037,marker,gene-03765
drug-00037,marker,hpo-12684
drug-00037,phosphorylation,gene-00486
drug-00037,phosphorylation,gene-05399
drug-00037,regulate,disease-6645
drug-00037,regulate,hpo-09983
drug-00047,associate,hpo-10176
drug-00047,associate,hpo-12684
drug-00047,develop,hpo-06503
drug-00051,cause,gene-01681
drug-00051,initi,gene-01681
drug-00051,marker,hpo-08885
drug-00051,production,hpo-13546
drug-00051,stimul,gene-01681
drug-00051,stimul,hpo-12684
drug-00057,associate,disease-2005
drug-00057,expression,hpo-09980
drug-00057,protect,gene-01591
drug-00057,protect,hpo-13596
drug-00057,risk,hpo-10178
drug-00061,enhance,hpo-04378
drug-00061,expression,hpo-04378
drug-00061,found,gene-02487
drug-00061,interact,hpo-04378
drug-00061,treat,disease-0270
drug-00068,regulate,hpo-13546
drug-00068,treat,drug-01326
drug-00069,act,small_molecule-18490
drug-00069,activate,gene-00175
drug-00069,activate,gene-02817
drug-00069,activate,small_molecule-18490
drug-00069,affect,disease-2005
drug-00069,affect,gene-05101
drug-00069,affect,hpo-09985
drug-00069,affect,small_molecule-11583
drug-00069,associate,hpo-02723
drug-00069,associate,hpo-13074
drug-00069,encode,gene-06733
drug-00069,exist,hpo-09983
drug-00069,expression,gene-27382
drug-00069,inhibit,gene-27382
drug-00069,reduce,hpo-13631
drug-00070,affect,disease-0270
drug-00070,associate,disease-0270
drug-00070,bind,disease-0270
drug-00070,bind,disease-6645
drug-00070,bind,hpo-09983
drug-00070,bind,small_molecule-00614
drug-00070,enhance,disease-1836
drug-00070,found,hpo-12684
drug-00070,inhibit,disease-0270
drug-00070,regulate,gene-01659
drug-00070,regulate,hpo-12671
drug-00070,transloc,disease-0270
drug-00070,treat,disease-0270
drug-00070,treat,disease-2005
drug-00070,treat,disease-6645
drug-00070,treat,hpo-13662
drug-00073,cause,gene-02530
drug-00086,inhibit,hpo-07011
drug-00086,inhibit,hpo-13452
drug-00093,analyz,hpo-00352
drug-00093,cause,hpo-13448
drug-00093,enhance,hpo-13648
drug-00093,expression,hpo-08119
drug-00093,treat,hpo-13447
drug-00095,expression,gene-04064
drug-00095,expression,gene-04941
drug-00095,expression,gene-09438
drug-00095,function,disease-2005
drug-00095,increase,gene-01653
drug-00095,increase,gene-05029
drug-00095,production,drug-00016
drug-00095,protect,hpo-00128
drug-00095,regulate,gene-05029
drug-00095,response,gene-01803
drug-00097,expression,disease-2931
drug-00097,inhibit,hpo-09983
drug-00097,reverse,disease-2931
drug-00098,associate,disease-2005
drug-00098,exist,gene-04727
drug-00098,increase,gene-05857
drug-00098,regulate,hpo-08098
drug-00105,affect,disease-2005
drug-00105,affect,hpo-09983
drug-00105,bind,disease-2005
drug-00105,bind,hpo-10062
drug-00105,bind,hpo-13041
drug-00105,bind,hpo-13593
drug-00105,contain,gene-12520
drug-00105,determin,hpo-04730
drug-00105,enhance,disease-0271
drug-00105,increase,hpo-10098
drug-00105,provid,hpo-09980
drug-00105,studi,hpo-09983
drug-00105,treat,disease-0271
drug-00105,treat,disease-2005
drug-00105,treat,hpo-00375
drug-00105,treat,hpo-06984
drug-00105,treat,hpo-09980
drug-00105,treat,hpo-09983
drug-00107,marker,hpo-09983
drug-00116,risk,disease-2005
drug-00117,improve,disease-2931
drug-00118,reduce,disease-2005
drug-00122,cause,hpo-10098
drug-00122,marker,hpo-07870
drug-00122,reduce,disease-2005
drug-00122,reduce,gene-06217
drug-00122,reduce,hpo-10098
drug-00122,reduce,hpo-12684
drug-00122,require,disease-2005
drug-00125,associate,disease-1432
drug-00126,associate,disease-2005
drug-00127,marker,hpo-09985
drug-00132,risk,disease-2005
drug-00135,affect,disease-2005
drug-00135,associate,disease-2160
drug-00135,associate,gene-06217
drug-00135,cause,hpo-13319
drug-00135,increase,hpo-12641
drug-00135,patholog,disease-2160
drug-00135,regulate,hpo-13669
drug-00135,treat,disease-2005
drug-00137,associate,disease-1432
drug-00138,activate,hpo-09983
drug-00139,associate,disease-2005
drug-00141,inhibit,gene-02000
drug-00143,cause,hpo-09983
drug-00148,associate,disease-1432
drug-00149,associate,hpo-09985
drug-00154,associate,disease-2005
drug-00154,reduce,disease-2005
drug-00155,associate,disease-2005
drug-00155,associate,hpo-09985
drug-00155,expression,hpo-09980
drug-00155,increase,disease-2005
drug-00155,reduce,disease-2005
drug-00156,depend,hpo-13593
drug-00156,marker,hpo-09983
drug-00156,regulate,hpo-07780
drug-00160,associate,disease-2005
drug-00160,associate,gene-01565
drug-00160,associate,small_molecule-35284
drug-00160,develop,hpo-09983
drug-00160,gene,disease-2005
drug-00160,gene,gene-14162
drug-00160,gene,small_molecule-05839
drug-00160,mutate,hpo-09985
drug-00160,risk,small_molecule-46971
drug-00160,treat,small_molecule-07517
drug-00160,treat,small_molecule-10105
drug-00160,treat,small_molecule-40640
drug-00163,associate,disease-2005
drug-00164,associate,hpo-09983
drug-00164,associate,hpo-10007
drug-00164,found,disease-2005
drug-00164,increase,hpo-13610
drug-00168,affect,gene-20404
drug-00168,reduce,gene-20404
drug-00175,cause,disease-2005
drug-00175,regulate,disease-2005
drug-00179,affect,disease-0272
drug-00179,affect,hpo-13041
drug-00179,associate,hpo-00375
drug-00179,cause,gene-01825
drug-00179,cause,hpo-00375
drug-00179,cause,hpo-13040
drug-00179,inhibit,gene-25315
drug-00179,regulate,hpo-09983
drug-00179,serve,gene-01825
drug-00179,show,gene-01825
drug-00179,studi,hpo-12673
drug-00179,treat,gene-06217
drug-00179,treat,gene-25315
drug-00179,treat,hpo-09983
drug-00179,treat,hpo-09985
drug-00190,associate,hpo-13254
drug-00190,expression,hpo-13631
drug-00190,regulate,disease-2005
drug-00192,affect,hpo-09714
drug-00192,reduce,hpo-03809
drug-00192,reduce,hpo-13126
drug-00192,transloc,hpo-12683
drug-00194,inhibit,hpo-13040
drug-00198,reduce,disease-4933
drug-00198,reduce,hpo-13596
drug-00198,reduce,hpo-13600
drug-00218,inhibit,hpo-13631
drug-00234,expression,small_molecule-26664
drug-00234,inhibit,hpo-12684
drug-00241,associate,hpo-07157
drug-00241,improve,hpo-07157
drug-00251,increase,disease-4933
drug-00257,expression,hpo-09985
drug-00264,use,hpo-09124
drug-00268,affect,disease-4933
drug-00268,affect,hpo-10178
drug-00268,affect,hpo-13610
drug-00268,inhibit,hpo-13631
drug-00268,reduce,disease-4933
drug-00268,response,disease-4933
drug-00268,treat,disease-2005
drug-00272,affect,disease-2005
drug-00272,cause,hpo-09985
drug-00272,cause,small_molecule-35150
drug-00272,reduce,hpo-13631
drug-00272,regulate,disease-2005
drug-00273,inhibit,hpo-06503
drug-00281,cause,disease-1434
drug-00281,cause,hpo-03856
drug-00281,cause,hpo-09714
drug-00281,cause,hpo-13007
drug-00281,cause,hpo-13129
drug-00281,develop,hpo-13129
drug-00281,expression,hpo-13129
drug-00281,improve,hpo-13129
drug-00281,reduce,disease-2005
drug-00281,reduce,hpo-13126
drug-00281,reduce,hpo-13129
drug-00281,reduce,small_molecule-21434
drug-00281,response,hpo-13129
drug-00281,risk,disease-2005
drug-00281,show,hpo-10172
drug-00281,show,hpo-12640
drug-00281,show,hpo-13449
drug-00281,treat,disease-0181
drug-00281,treat,disease-2005
drug-00281,use,hpo-13223
drug-00283,inhibit,hpo-09985
drug-00283,marker,disease-2005
drug-00296,bind,hpo-13040
drug-00296,cause,hpo-03214
drug-00296,treat,hpo-06981
drug-00298,inhibit,disease-2005
drug-00298,inhibit,hpo-09980
drug-00298,inhibit,hpo-09983
drug-00298,regulate,hpo-09980
drug-00304,activate,gene-06217
drug-00304,affect,gene-06217
drug-00304,affect,hpo-08236
drug-00304,bind,disease-2005
drug-00304,cause,gene-06217
drug-00304,cause,hpo-13040
drug-00304,enhance,disease-2005
drug-00304,expression,gene-01291
drug-00304,expression,hpo-05195
drug-00304,improve,hpo-08335
drug-00304,increase,hpo-09985
drug-00304,increase,hpo-13040
drug-00304,inhibit,gene-06217
drug-00304,inhibit,hpo-13035
drug-00304,reduce,hpo-08335
drug-00304,treat,hpo-13666
drug-00307,affect,disease-2005
drug-00307,regulate,hpo-07292
drug-00308,activate,gene-04174
drug-00308,activate,hpo-09983
drug-00308,affect,disease-0272
drug-00308,affect,disease-2005
drug-00308,affect,disease-3249
drug-00308,affect,hpo-09980
drug-00308,affect,hpo-09983
drug-00308,analyz,hpo-09983
drug-00308,analyz,hpo-09985
drug-00308,associate,disease-0270
drug-00308,associate,disease-2005
drug-00308,associate,hpo-09983
drug-00308,associate,hpo-09985
drug-00308,associate,hpo-13040
drug-00308,bind,disease-2005
drug-00308,bind,hpo-09983
drug-00308,cause,disease-2005
drug-00308,cause,hpo-00350
drug-00308,cause,hpo-02571
drug-00308,cause,hpo-09983
drug-00308,cause,hpo-09985
drug-00308,cause,hpo-10098
drug-00308,change,disease-0271
drug-00308,change,hpo-09983
drug-00308,confer,hpo-09983
drug-00308,confer,hpo-09985
drug-00308,confer,small_molecule-52726
drug-00308,conside,hpo-09983
drug-00308,contain,hpo-04287
drug-00308,contain,hpo-07157
drug-00308,contain,hpo-07332
drug-00308,demonstr,hpo-09983
drug-00308,detect,hpo-09983
drug-00308,detect,hpo-09985
drug-00308,determin,disease-3249
drug-00308,develop,disease-2005
drug-00308,develop,hpo-09983
drug-00308,expression,hpo-09983
drug-00308,found,disease-2005
drug-00308,found,disease-3249
drug-00308,found,hpo-09985
drug-00308,found,small_molecule-52726
drug-00308,gene,hpo-09985
drug-00308,have,hpo-05253
drug-00308,improve,hpo-09983
drug-00308,improve,hpo-09985
drug-00308,improve,hpo-10062
drug-00308,increase,disease-2005
drug-00308,increase,hpo-09983
drug-00308,inhibit,disease-2005
drug-00308,inhibit,gene-01565
drug-00308,inhibit,hpo-09983
drug-00308,inhibit,hpo-09985
drug-00308,marker,hpo-09983
drug-00308,mutate,gene-02997
drug-00308,mutate,hpo-07332
drug-00308,mutate,hpo-09983
drug-00308,mutate,hpo-12884
drug-00308,observe,hpo-12652
drug-00308,phosphorylation,hpo-00350
drug-00308,potenti,disease-2005
drug-00308,potenti,hpo-03056
drug-00308,predict,hpo-09983
drug-00308,predict,hpo-09985
drug-00308,predict,hpo-13040
drug-00308,prevent,hpo-10098
drug-00308,provid,disease-3249
drug-00308,provid,hpo-09985
drug-00308,reduce,hpo-13601
drug-00308,regulate,disease-2005
drug-00308,regulate,hpo-09983
drug-00308,require,disease-2005
drug-00308,require,hpo-09983
drug-00308,response,disease-0181
drug-00308,response,hpo-09983
drug-00308,response,hpo-10062
drug-00308,response,hpo-13040
drug-00308,response,hpo-13648
drug-00308,reverse,disease-2005
drug-00308,risk,hpo-09983
drug-00308,show,disease-3249
drug-00308,show,hpo-09983
drug-00308,show,hpo-09985
drug-00308,studi,hpo-09983
drug-00308,treat,disease-0271
drug-00308,treat,disease-0310
drug-00308,treat,disease-2005
drug-00308,treat,hpo-04287
drug-00308,treat,hpo-04290
drug-00308,treat,hpo-07157
drug-00308,treat,hpo-08098
drug-00308,treat,hpo-09983
drug-00308,treat,hpo-09985
drug-00308,treat,hpo-10062
drug-00308,treat,hpo-10098
drug-00308,treat,small_molecule-52726
drug-00308,use,disease-2005
drug-00319,affect,hpo-12641
drug-00319,stimul,hpo-13685
drug-00321,abolish,disease-4258
drug-00321,activate,hpo-02723
drug-00321,affect,disease-0272
drug-00321,affect,disease-2005
drug-00321,affect,disease-4258
drug-00321,affect,hpo-12671
drug-00321,affect,hpo-12952
drug-00321,affect,hpo-13265
drug-00321,associate,disease-2005
drug-00321,bind,disease-2005
drug-00321,control,hpo-13610
drug-00321,enhance,gene-25315
drug-00321,enhance,hpo-04723
drug-00321,inhibit,disease-0272
drug-00321,inhibit,disease-2005
drug-00321,inhibit,hpo-06488
drug-00321,inhibit,hpo-13631
drug-00321,prevent,hpo-06488
drug-00321,prevent,hpo-10003
drug-00321,reduce,disease-1315
drug-00321,reduce,disease-2005
drug-00321,reduce,disease-4258
drug-00321,reduce,gene-25315
drug-00321,reduce,hpo-10098
drug-00321,reduce,hpo-13265
drug-00321,reverse,disease-4258
drug-00321,reverse,gene-02948
drug-00321,signal,disease-4258
drug-00321,treat,disease-2005
drug-00321,treat,hpo-05246
drug-00321,use,hpo-03408
drug-00321,use,hpo-12942
drug-00328,reduce,disease-0270
drug-00331,activate,disease-4971
drug-00331,activate,hpo-13610
drug-00351,enhance,disease-2005
drug-00358,cause,disease-1250
drug-00358,expression,disease-1250
drug-00380,inhibit,disease-2005
drug-00380,inhibit,hpo-09983
drug-00380,observe,disease-2005
drug-00380,produce,disease-2005
drug-00380,regulate,hpo-10098
drug-00380,treat,hpo-03861
drug-00380,treat,hpo-03925
drug-00386,develop,hpo-07332
drug-00388,affect,gene-25315
drug-00388,associate,gene-16094
drug-00388,bind,disease-0272
drug-00388,cause,disease-2005
drug-00388,cause,hpo-04562
drug-00388,cause,hpo-09983
drug-00388,depend,hpo-09983
drug-00388,have,hpo-13648
drug-00388,inhibit,disease-0272
drug-00388,observe,disease-0272
drug-00388,observe,gene-25315
drug-00388,potenti,gene-25315
drug-00388,provid,gene-25315
drug-00388,reduce,gene-25315
drug-00388,reduce,hpo-05253
drug-00388,regulate,disease-0272
drug-00388,response,disease-1280
drug-00388,response,gene-10060
drug-00388,show,hpo-09983
drug-00388,treat,disease-0272
drug-00401,stimul,gene-05002
drug-00402,increase,hpo-05195
drug-00412,demonstr,gene-19648
drug-00418,cause,hpo-06983
drug-00421,cause,hpo-04722
drug-00425,affect,hpo-13631
drug-00425,associate,disease-2005
drug-00425,associate,hpo-13474
drug-00425,inhibit,hpo-13040
drug-00425,risk,hpo-09983
drug-00427,cause,disease-2005
drug-00427,response,disease-2005
drug-00431,activate,disease-0270
drug-00431,activate,hpo-09980
drug-00431,activate,hpo-09983
drug-00431,affect,disease-2005
drug-00431,affect,hpo-12673
drug-00431,associate,hpo-09983
drug-00431,bind,disease-0270
drug-00431,bind,disease-2005
drug-00431,cause,hpo-05253
drug-00431,demonstr,hpo-04706
drug-00431,evalu,disease-2005
drug-00431,inhibit,disease-2005
drug-00431,studi,hpo-09983
drug-00431,treat,disease-2005
drug-00431,treat,hpo-09983
drug-00433,expression,hpo-09985
drug-00433,risk,hpo-12990
drug-00450,expression,disease-2005
drug-00454,act,hpo-09639
drug-00454,generate,gene-05958
drug-00462,affect,hpo-09983
drug-00462,potenti,hpo-09983
drug-00470,associate,disease-2794
drug-00470,evalu,gene-01825
drug-00472,activate,disease-2005
drug-00472,activate,hpo-09983
drug-00472,affect,hpo-09983
drug-00472,affect,hpo-13669
drug-00472,associate,hpo-12683
drug-00472,bind,hpo-09983
drug-00472,cause,disease-2005
drug-00472,conside,disease-2005
drug-00472,demonstr,hpo-09980
drug-00472,expression,hpo-09986
drug-00472,focus,disease-2005
drug-00472,focus,small_molecule-52726
drug-00472,inhibit,disease-2005
drug-00472,inhibit,hpo-09983
drug-00472,inhibit,hpo-13669
drug-00472,prevent,hpo-12683
drug-00472,reduce,hpo-13043
drug-00472,treat,disease-1472
drug-00472,treat,disease-2005
drug-00472,treat,gene-02997
drug-00472,treat,hpo-13632
drug-00472,treat,hpo-13669
drug-00485,activate,hpo-08091
drug-00491,treat,hpo-06984
drug-00491,treat,hpo-09985
drug-00491,treat,hpo-12912
drug-00493,cause,hpo-09985
drug-00493,marker,hpo-09985
drug-00502,activate,hpo-09980
drug-00502,increase,hpo-09942
drug-00503,act,hpo-13040
drug-00503,activate,hpo-09983
drug-00503,affect,disease-1250
drug-00503,affect,disease-2005
drug-00503,affect,hpo-13040
drug-00503,affect,small_molecule-21261
drug-00503,affect,small_molecule-52726
drug-00503,associate,disease-2005
drug-00503,associate,gene-06217
drug-00503,associate,hpo-09983
drug-00503,associate,hpo-09985
drug-00503,associate,hpo-13662
drug-00503,associate,small_molecule-19344
drug-00503,bind,disease-1250
drug-00503,bind,disease-2005
drug-00503,bind,hpo-06979
drug-00503,bind,hpo-07332
drug-00503,bind,hpo-09983
drug-00503,bind,hpo-09985
drug-00503,bind,hpo-12671
drug-00503,bind,hpo-13040
drug-00503,bind,hpo-13041
drug-00503,cause,gene-06217
drug-00503,cause,gene-06388
drug-00503,cause,hpo-09639
drug-00503,cause,hpo-09983
drug-00503,cause,hpo-09985
drug-00503,cause,hpo-13040
drug-00503,cause,hpo-13447
drug-00503,cause,hpo-13648
drug-00503,cause,small_molecule-09875
drug-00503,change,disease-2005
drug-00503,confer,disease-2005
drug-00503,confer,hpo-09983
drug-00503,enhance,hpo-09983
drug-00503,expression,disease-2005
drug-00503,expression,hpo-09983
drug-00503,expression,hpo-09985
drug-00503,found,hpo-09983
drug-00503,identifi,disease-0270
drug-00503,identifi,disease-2005
drug-00503,improve,hpo-09983
drug-00503,increase,disease-2005
drug-00503,increase,drug-09955
drug-00503,inhibit,disease-4959
drug-00503,inhibit,hpo-09983
drug-00503,inhibit,hpo-09985
drug-00503,marker,gene-01399
drug-00503,observe,hpo-06980
drug-00503,occur,hpo-09983
drug-00503,patholog,gene-04583
drug-00503,potenti,disease-2005
drug-00503,predict,disease-2005
drug-00503,reduce,hpo-10098
drug-00503,regulate,disease-2005
drug-00503,regulate,gene-01399
drug-00503,regulate,gene-06217
drug-00503,regulate,hpo-09983
drug-00503,show,small_molecule-04822
drug-00503,studi,disease-2005
drug-00503,treat,disease-2005
drug-00503,treat,gene-06217
drug-00503,treat,hpo-00375
drug-00503,treat,hpo-06461
drug-00503,treat,hpo-08098
drug-00503,treat,hpo-08119
drug-00503,treat,hpo-09730
drug-00503,treat,hpo-09983
drug-00503,treat,hpo-09985
drug-00503,treat,hpo-13040
drug-00503,treat,small_molecule-09875
drug-00503,use,disease-2005
drug-00503,use,disease-6645
drug-00503,use,gene-19754
drug-00503,use,hpo-09983
drug-00514,associate,disease-0272
drug-00514,identifi,disease-2005
drug-00514,improve,gene-16094
drug-00514,reduce,disease-0271
drug-00514,reduce,small_molecule-21348
drug-00518,activate,hpo-09983
drug-00518,affect,disease-2931
drug-00518,affect,hpo-09983
drug-00518,affect,hpo-09985
drug-00518,affect,small_molecule-52726
drug-00518,analyz,hpo-09983
drug-00518,associate,gene-01565
drug-00518,associate,hpo-04287
drug-00518,associate,hpo-04290
drug-00518,associate,hpo-07157
drug-00518,associate,hpo-09983
drug-00518,associate,hpo-09986
drug-00518,bind,disease-2005
drug-00518,bind,hpo-09983
drug-00518,bind,hpo-13669
drug-00518,cause,hpo-09983
drug-00518,cause,hpo-13040
drug-00518,cause,hpo-13648
drug-00518,cause,small_molecule-52726
drug-00518,change,disease-2005
drug-00518,change,hpo-09983
drug-00518,confer,hpo-09983
drug-00518,conside,hpo-09983
drug-00518,contain,hpo-07332
drug-00518,control,small_molecule-35209
drug-00518,demonstr,hpo-09983
drug-00518,differenti,hpo-09983
drug-00518,expression,disease-2005
drug-00518,expression,hpo-07332
drug-00518,expression,hpo-09983
drug-00518,expression,hpo-13669
drug-00518,focus,hpo-04290
drug-00518,focus,hpo-07157
drug-00518,identifi,hpo-09983
drug-00518,improve,disease-2005
drug-00518,improve,hpo-07157
drug-00518,increase,hpo-09983
drug-00518,increase,hpo-09985
drug-00518,inhibit,disease-0272
drug-00518,inhibit,disease-2005
drug-00518,inhibit,disease-2931
drug-00518,inhibit,hpo-07332
drug-00518,inhibit,hpo-09983
drug-00518,inhibit,hpo-09985
drug-00518,inhibit,hpo-13669
drug-00518,mutate,hpo-09983
drug-00518,mutate,hpo-09985
drug-00518,observe,gene-04668
drug-00518,observe,hpo-12652
drug-00518,occur,gene-06217
drug-00518,phosphorylation,hpo-07332
drug-00518,predict,disease-2005
drug-00518,predict,hpo-05462
drug-00518,produce,disease-2005
drug-00518,produce,gene-04668
drug-00518,require,hpo-09983
drug-00518,response,hpo-09983
drug-00518,response,hpo-09985
drug-00518,response,hpo-13648
drug-00518,show,disease-2005
drug-00518,show,hpo-09983
drug-00518,show,hpo-13130
drug-00518,studi,hpo-09983
drug-00518,studi,hpo-10158
drug-00518,studi,small_molecule-52726
drug-00518,transloc,hpo-09983
drug-00518,treat,disease-2005
drug-00518,treat,hpo-04287
drug-00518,treat,hpo-04310
drug-00518,treat,hpo-09983
drug-00518,treat,hpo-09985
drug-00518,treat,hpo-10164
drug-00518,treat,hpo-12536
drug-00518,treat,hpo-12640
drug-00518,treat,hpo-13447
drug-00518,treat,hpo-13612
drug-00518,use,disease-2005
drug-00518,use,hpo-09983
drug-00519,cause,hpo-13447
drug-00525,affect,hpo-13125
drug-00525,reduce,hpo-13125
drug-00525,treat,hpo-10003
drug-00529,cause,disease-6388
drug-00532,cause,disease-0271
drug-00532,contain,hpo-04730
drug-00532,increase,disease-2005
drug-00532,treat,hpo-07332
drug-00547,develop,hpo-12952
drug-00547,initi,hpo-12952
drug-00551,cause,disease-2005
drug-00551,treat,hpo-13662
drug-00552,use,hpo-13057
drug-00558,treat,disease-2005
drug-00558,treat,hpo-06370
drug-00558,treat,hpo-12684
drug-00559,use,hpo-12735
drug-00574,expression,hpo-09983
drug-00582,inhibit,gene-06217
drug-00591,increase,hpo-13648
drug-00593,affect,disease-2005
drug-00593,cause,hpo-04562
drug-00593,expression,disease-2005
drug-00593,inhibit,small_molecule-46216
drug-00593,prevent,small_molecule-46216
drug-00596,affect,hpo-09983
drug-00596,bind,gene-06217
drug-00596,inhibit,disease-2931
drug-00596,treat,disease-1472
drug-00596,treat,hpo-07292
drug-00596,treat,hpo-13040
drug-00597,reduce,hpo-13631
drug-00603,act,disease-2005
drug-00607,affect,gene-03304
drug-00607,affect,hpo-13129
drug-00607,expression,hpo-13040
drug-00607,found,hpo-04304
drug-00607,have,hpo-04710
drug-00607,inhibit,disease-2005
drug-00607,inhibit,hpo-04710
drug-00607,inhibit,hpo-09980
drug-00607,response,hpo-13449
drug-00607,studi,gene-06217
drug-00607,treat,hpo-08242
drug-00607,use,disease-5124
drug-00612,act,hpo-09980
drug-00612,cause,disease-0271
drug-00612,develop,disease-0271
drug-00612,have,disease-0271
drug-00612,production,hpo-08911
drug-00612,risk,disease-0271
drug-00612,stimul,hpo-06503
drug-00615,cause,small_molecule-10758
drug-00619,treat,hpo-12671
drug-00621,reduce,hpo-13126
drug-00623,reverse,hpo-13476
drug-00628,affect,hpo-04141
drug-00628,affect,hpo-13610
drug-00628,generate,hpo-10098
drug-00628,increase,hpo-10098
drug-00628,reduce,hpo-07326
drug-00628,risk,disease-2005
drug-00629,affect,disease-2005
drug-00629,affect,hpo-13648
drug-00629,identifi,hpo-09980
drug-00629,mutate,disease-2005
drug-00629,reduce,hpo-03549
drug-00629,reverse,small_molecule-21434
drug-00629,treat,hpo-04562
drug-00630,activate,disease-2005
drug-00630,activate,hpo-12671
drug-00630,affect,hpo-00125
drug-00630,affect,hpo-08119
drug-00630,affect,hpo-09983
drug-00630,affect,hpo-12544
drug-00630,affect,hpo-12673
drug-00630,affect,hpo-13217
drug-00630,affect,hpo-13447
drug-00630,associate,gene-00394
drug-00630,associate,hpo-09983
drug-00630,associate,hpo-09985
drug-00630,associate,hpo-12544
drug-00630,associate,hpo-12884
drug-00630,bind,hpo-09983
drug-00630,bind,hpo-12673
drug-00630,bind,hpo-13593
drug-00630,cause,disease-1940
drug-00630,cause,hpo-13447
drug-00630,conside,hpo-09985
drug-00630,contain,hpo-09983
drug-00630,demonstr,hpo-09983
drug-00630,detect,hpo-09985
drug-00630,differenti,hpo-09983
drug-00630,enhance,disease-2005
drug-00630,feature,hpo-12671
drug-00630,increase,hpo-02556
drug-00630,inhibit,gene-19754
drug-00630,marker,gene-19754
drug-00630,marker,hpo-12673
drug-00630,mutate,gene-02997
drug-00630,produce,disease-2005
drug-00630,regulate,hpo-13040
drug-00630,show,hpo-04290
drug-00630,show,hpo-09983
drug-00630,treat,disease-2005
drug-00630,treat,gene-01565
drug-00630,treat,gene-19754
drug-00630,treat,hpo-09985
drug-00630,treat,hpo-12671
drug-00630,treat,hpo-12673
drug-00630,use,disease-2005
drug-00632,associate,gene-04428
drug-00632,regulate,gene-04428
