H,R,T
gene-00928,reduce,phenotype-03925
gene-00928,reduce,phenotype-12857
gene-00928,reduce,small_molecule-06110
gene-00942,expression,small_molecule-08566
gene-00955,reduce,small_molecule-08749
gene-00960,expression,small_molecule-21610
gene-00960,reduce,phenotype-08335
gene-00973,feature,phenotype-09359
gene-00982,regulate,gene-02816
gene-00982,regulate,gene-04178
gene-00982,treat,gene-02816
gene-00984,associate,gene-02756
gene-00984,associate,phenotype-03925
gene-00984,associate,phenotype-12817
gene-00999,depend,small_molecule-17713
gene-00999,expression,phenotype-04141
gene-00999,marker,phenotype-12857
gene-01002,regulate,phenotype-03726
gene-01003,regulate,phenotype-03726
gene-01005,regulate,phenotype-03726
gene-01006,regulate,phenotype-03726
gene-01007,regulate,phenotype-03726
gene-01026,cause,small_molecule-35154
gene-01026,increase,gene-00410
gene-01026,increase,phenotype-03925
gene-01026,prevent,small_molecule-11893
gene-01027,inhibit,phenotype-03634
gene-01033,marker,gene-01568
gene-01034,regulate,gene-01568
gene-01037,enhance,gene-01728
gene-01038,confer,disease-6645
gene-01039,detect,gene-05500
gene-01039,detect,phenotype-13277
gene-01048,generate,phenotype-03461
gene-01066,determin,disease-1743
gene-01074,have,phenotype-03528
gene-01098,expression,small_molecule-09290
gene-01114,develop,small_molecule-09290
gene-01114,regulate,phenotype-03751
gene-01114,treat,disease-0484
gene-01115,regulate,phenotype-03751
gene-01116,regulate,phenotype-03751
gene-01123,activate,gene-04423
gene-01123,associate,gene-00486
gene-01123,cause,gene-06883
gene-01123,expression,disease-0285
gene-01123,expression,gene-00486
gene-01123,inhibit,phenotype-03925
gene-01123,provid,phenotype-03632
gene-01123,reduce,phenotype-03634
gene-01123,reduce,phenotype-03897
gene-01123,regulate,gene-08552
gene-01123,regulate,phenotype-03925
gene-01128,depend,gene-16950
gene-01128,inhibit,gene-00486
gene-01132,activate,phenotype-03925
gene-01136,cause,disease-1743
gene-01136,cause,gene-05500
gene-01137,inhibit,gene-25243
gene-01137,regulate,gene-05736
gene-01144,cause,gene-10104
gene-01144,change,phenotype-12857
gene-01144,show,phenotype-03528
gene-01162,cause,phenotype-03461
gene-01162,cause,phenotype-09802
gene-01162,cause,phenotype-12658
gene-01162,feature,phenotype-00497
gene-01162,feature,phenotype-04295
gene-01162,feature,phenotype-12635
gene-01163,abolish,gene-04428
gene-01163,activate,drug-04821
gene-01163,associate,gene-01493
gene-01163,associate,phenotype-00016
gene-01163,cause,gene-02889
gene-01163,cause,phenotype-03549
gene-01163,expression,gene-03014
gene-01163,expression,gene-03627
gene-01163,increase,gene-13061
gene-01163,increase,phenotype-03528
gene-01163,phosphorylation,gene-04437
gene-01163,regulate,gene-05195
gene-01163,regulate,phenotype-03925
gene-01165,associate,phenotype-12857
gene-01165,enhance,small_molecule-24398
gene-01165,expression,phenotype-03925
gene-01165,expression,phenotype-06705
gene-01169,improve,gene-11386
gene-01170,observe,small_molecule-29194
gene-01184,inhibit,phenotype-00016
gene-01187,expression,gene-03997
gene-01196,associate,phenotype-13528
gene-01196,cause,phenotype-04112
gene-01196,cause,phenotype-13528
gene-01196,enhance,phenotype-13528
gene-01196,focus,phenotype-13006
gene-01196,inhibit,protein-02812
gene-01196,prevent,phenotype-13528
gene-01196,show,phenotype-03925
gene-01196,show,phenotype-13003
gene-01196,use,phenotype-03925
gene-01196,use,phenotype-08856
gene-01207,associate,phenotype-03461
gene-01207,associate,phenotype-03488
gene-01207,associate,phenotype-12819
gene-01207,associate,small_molecule-02847
gene-01207,cause,phenotype-03461
gene-01207,cause,small_molecule-02847
gene-01207,expression,gene-02176
gene-01207,expression,gene-02180
gene-01207,expression,gene-03044
gene-01207,expression,gene-07825
gene-01207,identifi,gene-12782
gene-01207,identifi,small_molecule-02847
gene-01207,inhibit,gene-07825
gene-01207,provid,phenotype-03925
gene-01207,reduce,gene-02115
gene-01214,associate,phenotype-03646
gene-01214,associate,phenotype-03925
gene-01214,associate,phenotype-13303
gene-01214,cause,gene-02889
gene-01214,cause,phenotype-00016
gene-01214,cause,phenotype-03925
gene-01214,cause,protein-08331
gene-01214,change,phenotype-13303
gene-01214,encode,phenotype-04320
gene-01214,expression,gene-02889
gene-01214,expression,phenotype-03925
gene-01214,feature,phenotype-03925
gene-01214,have,phenotype-03634
gene-01214,increase,phenotype-13075
gene-01214,patholog,small_molecule-53521
gene-01214,protect,phenotype-04141
gene-01214,regulate,phenotype-04383
gene-01215,affect,phenotype-05246
gene-01215,associate,gene-00175
gene-01215,associate,gene-02515
gene-01215,associate,small_molecule-53521
gene-01215,cause,gene-02515
gene-01215,cause,gene-05353
gene-01215,cause,phenotype-03646
gene-01215,cause,phenotype-06791
gene-01215,cause,phenotype-12855
gene-01215,cause,phenotype-12942
gene-01215,cause,phenotype-12952
gene-01215,cause,phenotype-13528
gene-01215,cause,phenotype-13647
gene-01215,expression,phenotype-03925
gene-01215,expression,phenotype-12834
gene-01215,expression,phenotype-13465
gene-01215,increase,gene-04939
gene-01215,increase,small_molecule-53509
gene-01215,inhibit,gene-00485
gene-01215,inhibit,gene-00494
gene-01215,inhibit,gene-05544
gene-01215,inhibit,gene-16950
gene-01215,inhibit,phenotype-03925
gene-01215,inhibit,phenotype-12855
gene-01215,inhibit,phenotype-12952
gene-01215,inhibit,phenotype-13074
gene-01215,inhibit,phenotype-13265
gene-01215,inhibit,small_molecule-02847
gene-01215,marker,phenotype-04363
gene-01215,observe,gene-02828
gene-01215,prevent,phenotype-00477
gene-01215,reduce,phenotype-03634
gene-01215,reduce,phenotype-03925
gene-01215,regulate,gene-00494
gene-01215,regulate,phenotype-03925
gene-01215,regulate,phenotype-13474
gene-01215,regulate,protein-18930
gene-01215,regulate,small_molecule-08566
gene-01215,regulate,small_molecule-35431
gene-01215,treat,phenotype-03925
gene-01215,treat,small_molecule-02847
gene-01217,demonstr,phenotype-03632
gene-01222,affect,gene-00762
gene-01222,affect,gene-01810
gene-01222,affect,gene-05301
gene-01222,affect,phenotype-12817
gene-01222,associate,gene-07171
gene-01222,associate,phenotype-13528
gene-01229,cause,phenotype-12857
gene-01229,observe,phenotype-03925
gene-01229,regulate,phenotype-03925
gene-01229,show,phenotype-03642
gene-01234,increase,phenotype-12857
gene-01242,reduce,phenotype-03925
gene-01242,reduce,phenotype-12824
gene-01242,reduce,phenotype-12952
gene-01243,patholog,small_molecule-53521
gene-01244,affect,phenotype-04112
gene-01244,show,phenotype-03897
gene-01252,activate,phenotype-00016
gene-01252,activate,phenotype-12817
gene-01252,cause,gene-06883
gene-01252,cause,phenotype-00016
gene-01252,cause,phenotype-12817
gene-01252,cause,phenotype-12942
gene-01252,cause,phenotype-13647
gene-01252,prevent,phenotype-02571
gene-01252,regulate,gene-04314
gene-01252,regulate,phenotype-03528
gene-01252,signal,gene-04314
gene-01256,enhance,gene-03014
gene-01256,enhance,gene-03627
gene-01256,enhance,gene-04423
gene-01256,enhance,protein-10144
gene-01256,inhibit,phenotype-03528
gene-01256,reduce,phenotype-12407
gene-01258,expression,phenotype-04141
gene-01258,patholog,phenotype-03925
gene-01258,treat,phenotype-03925
gene-01266,treat,phenotype-03925
gene-01278,affect,gene-05708
gene-01278,affect,phenotype-03925
gene-01278,cause,gene-03820
gene-01278,improve,phenotype-03925
gene-01278,increase,phenotype-12857
gene-01278,inhibit,phenotype-03925
gene-01278,prevent,gene-05708
gene-01278,protect,phenotype-03925
gene-01278,reverse,gene-05708
gene-01279,focus,phenotype-03925
gene-01287,expression,gene-01790
gene-01288,associate,phenotype-12817
gene-01288,gene,phenotype-03925
gene-01288,inhibit,gene-03463
gene-01288,predict,phenotype-12817
gene-01288,treat,phenotype-03925
gene-01288,treat,phenotype-06791
gene-01295,increase,phenotype-13596
gene-01297,associate,phenotype-03925
gene-01297,associate,phenotype-13303
gene-01298,generate,gene-11767
gene-01304,cause,gene-05958
gene-01304,regulate,gene-05958
gene-01305,cause,phenotype-12834
gene-01307,inhibit,gene-16950
gene-01307,inhibit,phenotype-00016
gene-01307,regulate,gene-24677
gene-01307,regulate,gene-24733
gene-01315,associate,phenotype-04112
gene-01315,particip,phenotype-04112
gene-01319,associate,phenotype-03901
gene-01319,inhibit,drug-00030
gene-01319,inhibit,phenotype-13074
gene-01325,inhibit,phenotype-03528
gene-01325,reduce,phenotype-03528
gene-01325,reduce,phenotype-03747
gene-01329,affect,protein-18930
gene-01329,improve,protein-18930
gene-01329,increase,gene-12521
gene-01329,reduce,phenotype-00016
gene-01331,affect,phenotype-03632
gene-01331,associate,disease-2218
gene-01331,associate,phenotype-03858
gene-01331,associate,phenotype-03925
gene-01331,associate,phenotype-08279
gene-01331,associate,phenotype-12855
gene-01331,associate,phenotype-12863
gene-01331,associate,small_molecule-11291
gene-01331,associate,small_molecule-17713
gene-01331,change,phenotype-03925
gene-01331,change,phenotype-04112
gene-01331,change,phenotype-12855
gene-01331,control,phenotype-12855
gene-01331,control,phenotype-13528
gene-01331,demonstr,phenotype-03895
gene-01331,expression,phenotype-03925
gene-01331,gene,disease-0285
gene-01331,gene,phenotype-03925
gene-01331,increase,disease-6894
gene-01331,inhibit,drug-04111
gene-01331,inhibit,gene-03466
gene-01331,observe,gene-01365
gene-01331,prevent,phenotype-13303
gene-01331,provid,phenotype-04141
gene-01331,reduce,gene-00702
gene-01331,reduce,phenotype-03925
gene-01331,reduce,phenotype-12857
gene-01331,regulate,gene-01659
gene-01331,regulate,gene-06901
gene-01331,regulate,phenotype-03925
gene-01331,risk,phenotype-03528
gene-01331,risk,phenotype-03925
gene-01331,risk,phenotype-13303
gene-01331,transloc,phenotype-00477
gene-01335,show,phenotype-13146
gene-01340,feature,phenotype-06797
gene-01343,cause,phenotype-12857
gene-01343,reduce,gene-11162
gene-01343,reduce,phenotype-04141
gene-01365,affect,protein-12529
gene-01365,associate,phenotype-03634
gene-01365,cause,disease-0285
gene-01365,cause,disease-0286
gene-01365,cause,phenotype-03632
gene-01365,cause,phenotype-03642
gene-01365,cause,phenotype-03925
gene-01365,cause,phenotype-08247
gene-01365,cause,phenotype-12819
gene-01365,cause,phenotype-13319
gene-01365,develop,phenotype-03528
gene-01365,develop,phenotype-03925
gene-01365,develop,phenotype-13373
gene-01365,expression,gene-05327
gene-01365,expression,phenotype-03632
gene-01365,feature,phenotype-04116
gene-01365,marker,phenotype-03632
gene-01365,marker,phenotype-03925
gene-01365,mutate,gene-01868
gene-01365,mutate,phenotype-10187
gene-01368,associate,drug-10002
gene-01368,associate,small_molecule-08347
gene-01368,change,gene-03472
gene-01368,regulate,phenotype-03634
gene-01387,provid,phenotype-13612
gene-01389,act,gene-00165
gene-01389,prevent,gene-00165
gene-01389,prevent,phenotype-03925
gene-01389,regulate,gene-05399
gene-01389,reverse,phenotype-03528
gene-01396,associate,phenotype-12857
gene-01396,expression,phenotype-04141
gene-01396,increase,gene-11125
gene-01398,protect,phenotype-03528
gene-01413,associate,protein-01084
gene-01413,cause,phenotype-03632
gene-01413,cause,phenotype-03925
gene-01413,cause,phenotype-07326
gene-01413,cause,phenotype-08236
gene-01413,cause,phenotype-08335
gene-01413,cause,phenotype-09475
gene-01413,cause,phenotype-12857
gene-01413,cause,phenotype-13514
gene-01413,cause,phenotype-13632
gene-01413,change,gene-05012
gene-01413,increase,phenotype-03925
gene-01413,increase,phenotype-07326
gene-01413,serve,phenotype-08236
gene-01413,treat,phenotype-03925
gene-01414,reduce,phenotype-12641
gene-01415,associate,gene-06318
gene-01417,associate,phenotype-12857
gene-01417,cause,phenotype-03634
gene-01417,increase,phenotype-12857
gene-01417,prevent,phenotype-03925
gene-01417,show,phenotype-05273
gene-01436,activate,gene-24138
gene-01438,cause,gene-02371
gene-01438,cause,gene-02889
gene-01438,cause,gene-05033
gene-01438,expression,gene-01439
gene-01439,cause,phenotype-03634
gene-01439,regulate,gene-24208
gene-01450,associate,phenotype-03925
gene-01450,function,phenotype-03925
gene-01450,improve,phenotype-05246
gene-01451,bind,gene-03037
gene-01451,bind,gene-03042
gene-01454,treat,phenotype-13129
gene-01459,show,phenotype-05245
gene-01459,show,phenotype-13303
gene-01471,cause,phenotype-03891
gene-01471,cause,phenotype-03925
gene-01471,develop,phenotype-12834
gene-01471,expression,phenotype-12834
gene-01471,require,protein-04489
gene-01473,generate,phenotype-03461
gene-01474,function,phenotype-12857
gene-01474,regulate,phenotype-13631
gene-01476,risk,small_molecule-11291
gene-01476,show,phenotype-03897
gene-01478,require,gene-06046
gene-01479,associate,gene-02176
gene-01479,associate,gene-02180
gene-01479,cause,disease-4151
gene-01479,cause,phenotype-03632
gene-01489,expression,gene-06046
gene-01489,increase,gene-04428
gene-01489,phosphorylation,gene-01163
gene-01489,regulate,gene-06046
gene-01492,cause,phenotype-12834
gene-01492,change,small_molecule-53880
gene-01492,have,phenotype-12857
gene-01492,regulate,phenotype-12857
gene-01493,cause,phenotype-03528
gene-01493,control,gene-04423
gene-01493,control,phenotype-00016
gene-01503,increase,gene-05195
gene-01506,act,small_molecule-53521
gene-01506,improve,small_molecule-53521
gene-01507,expression,gene-05736
gene-01507,increase,small_molecule-35529
gene-01507,inhibit,gene-24199
gene-01507,inhibit,phenotype-12470
gene-01507,regulate,gene-04071
gene-01507,regulate,gene-06575
gene-01507,regulate,phenotype-12470
gene-01507,regulate,phenotype-12857
gene-01507,show,phenotype-12470
gene-01509,enhance,phenotype-12834
gene-01509,expression,small_molecule-37155
gene-01513,cause,phenotype-03632
gene-01513,cause,phenotype-12834
gene-01513,enhance,phenotype-12834
gene-01513,regulate,gene-00920
gene-01513,show,phenotype-03722
gene-01521,increase,small_molecule-02847
gene-01521,increase,small_molecule-11583
gene-01521,marker,gene-01207
gene-01521,regulate,phenotype-12824
gene-01521,reverse,phenotype-03528
gene-01523,regulate,phenotype-03751
gene-01525,expression,phenotype-12857
gene-01525,expression,phenotype-13631
gene-01525,stimul,phenotype-12857
gene-01531,associate,gene-00622
gene-01531,associate,gene-03815
gene-01531,increase,phenotype-10098
gene-01531,phosphorylation,phenotype-00016
gene-01556,cause,protein-01126
gene-01559,increase,gene-00175
gene-01559,increase,gene-01565
gene-01565,affect,phenotype-03925
gene-01565,affect,phenotype-06797
gene-01565,affect,phenotype-13303
gene-01565,affect,phenotype-13426
gene-01565,cause,gene-03676
gene-01565,cause,phenotype-03646
gene-01565,cause,phenotype-12407
gene-01565,depend,gene-05469
gene-01565,differenti,disease-0178
gene-01565,differenti,phenotype-03528
gene-01565,disrupt,phenotype-03632
gene-01565,inhibit,protein-10018
gene-01565,provid,phenotype-06797
gene-01565,treat,phenotype-03925
gene-01567,activate,phenotype-12949
gene-01567,bind,gene-00133
gene-01567,cause,gene-00133
gene-01567,prevent,gene-05708
gene-01567,regulate,gene-00133
gene-01567,reverse,phenotype-12942
gene-01568,cause,phenotype-03747
gene-01568,cause,phenotype-04141
gene-01568,cause,phenotype-06474
gene-01571,regulate,phenotype-03751
gene-01581,reduce,phenotype-03528
gene-01581,reduce,phenotype-03925
gene-01594,affect,small_molecule-08566
gene-01594,bind,gene-00159
gene-01594,control,small_molecule-08566
gene-01594,enhance,gene-02938
gene-01594,increase,gene-02938
gene-01594,increase,protein-02788
gene-01594,inhibit,phenotype-03925
gene-01594,reduce,phenotype-03528
gene-01594,reduce,phenotype-13373
gene-01594,regulate,gene-02938
gene-01594,risk,phenotype-03925
gene-01599,cause,phenotype-03461
gene-01604,associate,gene-01567
gene-01606,cause,phenotype-12857
gene-01606,function,phenotype-12857
gene-01606,observe,disease-1776
gene-01606,prevent,phenotype-04198
gene-01606,prevent,phenotype-12857
gene-01606,show,phenotype-13514
gene-01608,affect,gene-04423
gene-01608,bind,gene-06884
gene-01608,cause,gene-03229
gene-01608,feature,phenotype-08335
gene-01608,mutate,gene-03229
gene-01608,reduce,gene-03639
gene-01608,show,phenotype-03461
gene-01608,show,phenotype-03925
gene-01608,show,phenotype-12834
gene-01609,activate,phenotype-03925
gene-01609,signal,phenotype-03925
gene-01620,associate,disease-1626
gene-01620,cause,small_molecule-47205
gene-01620,change,phenotype-13631
gene-01620,reduce,gene-03014
gene-01620,regulate,phenotype-03646
gene-01620,show,phenotype-04184
gene-01630,disrupt,disease-1432
gene-01630,have,protein-07424
gene-01630,inhibit,phenotype-03634
gene-01630,marker,phenotype-03925
gene-01630,marker,small_molecule-44523
gene-01630,reduce,disease-1432
gene-01630,reduce,gene-07573
gene-01630,reduce,phenotype-03528
gene-01630,regulate,gene-05399
gene-01630,require,gene-02115
gene-01630,require,phenotype-00016
gene-01630,require,phenotype-03925
gene-01631,cause,gene-04313
gene-01631,expression,phenotype-10098
gene-01645,cause,gene-03676
gene-01645,cause,phenotype-03549
gene-01647,increase,phenotype-09128
gene-01650,associate,phenotype-03632
gene-01650,associate,phenotype-03925
gene-01650,associate,phenotype-12857
gene-01650,cause,phenotype-13373
gene-01650,increase,phenotype-03634
gene-01653,affect,gene-00237
gene-01653,affect,phenotype-10147
gene-01653,affect,small_molecule-47205
gene-01653,bind,phenotype-03925
gene-01653,bind,phenotype-13215
gene-01653,expression,phenotype-05598
gene-01653,expression,phenotype-10098
gene-01653,focus,small_molecule-35530
gene-01653,production,gene-00179
gene-01653,risk,phenotype-03925
gene-01653,use,phenotype-00101
gene-01659,activate,gene-01581
gene-01659,activate,gene-04906
gene-01659,affect,gene-04536
gene-01659,cause,phenotype-03634
gene-01659,expression,phenotype-12684
gene-01659,regulate,gene-00486
gene-01659,regulate,gene-01242
gene-01659,regulate,gene-01565
gene-01659,regulate,gene-01660
gene-01659,regulate,gene-01661
gene-01659,regulate,gene-04180
gene-01659,signal,gene-01661
gene-01659,transloc,gene-01565
gene-01660,associate,phenotype-03925
gene-01660,expression,gene-00476
gene-01660,expression,gene-00486
gene-01661,associate,phenotype-03925
gene-01661,inhibit,gene-01749
gene-01661,show,gene-24108
gene-01681,activate,gene-16046
gene-01681,activate,gene-17789
gene-01681,affect,phenotype-00365
gene-01681,inhibit,gene-05532
gene-01681,inhibit,phenotype-00365
gene-01681,reduce,phenotype-13223
gene-01681,risk,phenotype-12857
gene-01681,show,gene-17789
gene-01682,protect,phenotype-03528
gene-01683,cause,phenotype-02571
gene-01683,cause,phenotype-03925
gene-01689,regulate,phenotype-03751
gene-01693,associate,phenotype-03919
gene-01717,regulate,gene-11110
gene-01719,associate,small_molecule-11291
gene-01720,reduce,phenotype-04112
gene-01723,risk,phenotype-00236
gene-01726,evalu,phenotype-03838
gene-01726,evalu,phenotype-12863
gene-01726,focus,gene-00651
gene-01730,associate,phenotype-03751
gene-01731,associate,phenotype-12857
gene-01734,change,phenotype-03528
gene-01734,change,phenotype-13528
gene-01734,identifi,phenotype-04112
gene-01737,regulate,phenotype-03751
gene-01741,associate,disease-5385
gene-01741,associate,phenotype-12601
gene-01741,show,phenotype-07326
gene-01745,cause,phenotype-03528
gene-01745,have,phenotype-03646
gene-01749,act,gene-16950
gene-01749,activate,gene-04178
gene-01749,associate,phenotype-03528
gene-01749,associate,phenotype-03925
gene-01749,associate,phenotype-04205
gene-01749,associate,phenotype-10147
gene-01749,associate,phenotype-12851
gene-01749,associate,small_molecule-02847
gene-01749,associate,small_molecule-08566
gene-01749,cause,phenotype-03528
gene-01749,control,gene-04428
gene-01749,expression,phenotype-03632
gene-01749,increase,gene-01135
gene-01749,regulate,gene-00666
gene-01749,regulate,gene-01820
gene-01749,regulate,gene-04616
gene-01749,regulate,gene-16950
gene-01749,regulate,phenotype-03925
gene-01749,regulate,small_molecule-02847
gene-01754,activate,gene-04061
gene-01754,expression,protein-04492
gene-01755,bind,gene-01809
gene-01755,interact,gene-01809
gene-01757,expression,gene-05605
gene-01757,expression,gene-16849
gene-01758,cause,phenotype-06292
gene-01762,cause,phenotype-03925
gene-01762,identifi,disease-0869
gene-01762,interact,gene-07558
gene-01762,interact,phenotype-12601
gene-01762,regulate,phenotype-12601
gene-01763,regulate,small_molecule-35431
gene-01779,gene,phenotype-08237
gene-01779,regulate,gene-00175
gene-01783,cause,phenotype-03632
gene-01784,change,small_molecule-53521
gene-01790,associate,phenotype-03925
gene-01790,associate,small_molecule-11291
gene-01790,cause,phenotype-03925
gene-01790,gene,phenotype-03632
gene-01790,gene,phenotype-03684
gene-01790,gene,small_molecule-02847
gene-01790,prevent,phenotype-12834
gene-01790,regulate,phenotype-12834
gene-01790,risk,phenotype-03925
gene-01790,show,phenotype-12994
gene-01803,expression,phenotype-10098
gene-01803,marker,small_molecule-09030
gene-01803,reverse,small_molecule-09030
gene-01809,cause,phenotype-03575
gene-01810,associate,phenotype-13528
gene-01810,enhance,phenotype-03549
gene-01810,improve,phenotype-12857
gene-01810,stimul,phenotype-03528
gene-01820,patholog,phenotype-03925
gene-01820,patholog,small_molecule-08566
gene-01820,risk,phenotype-06797
gene-01826,reduce,small_molecule-10051
gene-01827,associate,phenotype-12834
gene-01827,cause,phenotype-03634
gene-01827,marker,gene-07525
gene-01827,observe,phenotype-12834
gene-01827,require,gene-06956
gene-01828,cause,gene-13124
gene-01828,increase,phenotype-03925
gene-01828,show,phenotype-03634
gene-01830,associate,phenotype-03528
gene-01830,regulate,phenotype-03925
gene-01833,cause,gene-22311
gene-01833,reduce,small_molecule-02847
gene-01834,associate,phenotype-13319
gene-01834,identifi,phenotype-03925
gene-01834,increase,gene-00304
gene-01834,regulate,phenotype-03858
gene-01834,regulate,phenotype-03925
gene-01843,associate,small_molecule-02847
gene-01855,abolish,gene-13934
gene-01855,associate,gene-13934
gene-01855,cause,phenotype-05388
gene-01855,cause,phenotype-10187
gene-01855,regulate,phenotype-03925
gene-01858,act,gene-05084
gene-01858,affect,drug-08521
gene-01858,associate,protein-08755
gene-01858,cause,phenotype-12824
gene-01858,cause,phenotype-12857
gene-01858,control,phenotype-03925
gene-01858,expression,phenotype-12857
gene-01858,have,gene-04071
gene-01858,increase,small_molecule-53521
gene-01858,inhibit,phenotype-00016
gene-01858,regulate,phenotype-03408
gene-01858,regulate,phenotype-04141
gene-01858,regulate,phenotype-12824
gene-01859,activate,gene-00699
gene-01859,activate,gene-05287
gene-01859,activate,gene-09265
gene-01859,affect,gene-24179
gene-01859,affect,phenotype-03528
gene-01859,associate,gene-05195
gene-01859,bind,gene-00175
gene-01859,cause,phenotype-03925
gene-01859,expression,gene-00545
gene-01859,expression,phenotype-03925
gene-01859,inhibit,gene-28114
gene-01859,interact,gene-01630
gene-01859,maintain,gene-09265
gene-01859,observe,phenotype-12857
gene-01859,reduce,gene-00545
gene-01859,regulate,gene-00175
gene-01859,show,gene-28114
gene-01859,show,phenotype-12470
gene-01859,show,phenotype-12857
gene-01868,associate,phenotype-03897
gene-01868,cause,phenotype-13373
gene-01868,contain,phenotype-03630
gene-01868,identifi,gene-07403
gene-01868,mutate,gene-01365
gene-01868,mutate,phenotype-10187
gene-01870,abolish,gene-05959
gene-01870,affect,gene-05959
gene-01870,reduce,gene-14999
gene-01870,treat,phenotype-03925
gene-01873,regulate,phenotype-03925
gene-01879,inhibit,gene-01329
gene-01882,cause,phenotype-03528
gene-01882,develop,small_molecule-08566
gene-01882,expression,gene-02918
gene-01890,activate,phenotype-03772
gene-01890,associate,gene-03014
gene-01890,associate,gene-03472
gene-01890,cause,phenotype-03772
gene-01890,cause,phenotype-12857
gene-01890,expression,gene-03639
gene-01890,increase,gene-02889
gene-01890,increase,gene-05195
gene-01890,inhibit,gene-03472
gene-01890,marker,gene-03463
gene-01890,marker,gene-24108
gene-01890,patholog,phenotype-03772
gene-01890,prevent,phenotype-03925
gene-01890,prevent,phenotype-13303
gene-01890,regulate,gene-24108
gene-01929,cause,phenotype-09425
gene-01929,expression,phenotype-09327
gene-01929,prevent,phenotype-12834
gene-01929,reduce,phenotype-12834
gene-01929,reduce,phenotype-13528
gene-01929,regulate,disease-2348
gene-01929,show,phenotype-03634
gene-02000,abolish,small_molecule-17713
gene-02000,associate,phenotype-03925
gene-02000,cause,phenotype-03632
gene-02000,demonstr,phenotype-03634
gene-02000,demonstr,small_molecule-08566
gene-02000,inhibit,gene-03417
gene-02000,interact,phenotype-12857
gene-02000,observe,gene-04509
gene-02000,potenti,gene-03417
gene-02000,potenti,phenotype-07326
gene-02000,reduce,gene-00175
gene-02000,regulate,gene-05154
gene-02000,regulate,small_molecule-17713
gene-02000,signal,phenotype-03528
gene-02000,signal,phenotype-03925
gene-02005,expression,small_molecule-53521
gene-02007,expression,gene-31570
gene-02012,inhibit,protein-02800
gene-02012,inhibit,protein-17709
gene-02028,expression,gene-04133
gene-02028,increase,gene-04133
gene-02035,treat,phenotype-12450
gene-02046,activate,gene-00162
gene-02049,feature,phenotype-03461
gene-02049,feature,phenotype-07009
gene-02050,cause,phenotype-10098
gene-02050,reduce,phenotype-10098
gene-02050,reduce,small_molecule-09030
gene-02057,reduce,phenotype-03925
gene-02058,observe,gene-04314
gene-02058,protect,gene-02579
gene-02059,act,gene-08552
gene-02095,regulate,gene-03617
gene-02095,regulate,small_molecule-51879
gene-02098,expression,phenotype-10127
gene-02099,activate,gene-05413
gene-02099,activate,phenotype-10098
gene-02099,inhibit,gene-00159
gene-02099,interact,gene-05413
gene-02099,prevent,phenotype-03925
gene-02110,enhance,gene-00175
gene-02110,signal,phenotype-06797
gene-02110,signal,phenotype-06802
gene-02110,treat,phenotype-12857
gene-02112,depend,gene-04317
gene-02113,cause,phenotype-00344
gene-02113,cause,phenotype-07326
gene-02113,cause,phenotype-13275
gene-02113,feature,phenotype-00269
gene-02113,feature,phenotype-09939
gene-02113,marker,gene-08068
gene-02114,reduce,phenotype-13550
gene-02115,activate,gene-04427
gene-02115,activate,phenotype-04141
gene-02115,affect,gene-05531
gene-02115,associate,phenotype-00016
gene-02115,associate,phenotype-03461
gene-02115,associate,phenotype-03925
gene-02115,associate,small_molecule-02847
gene-02115,cause,small_molecule-02455
gene-02115,change,phenotype-07332
gene-02115,confer,disease-0773
gene-02115,confer,phenotype-00465
gene-02115,expression,gene-00486
gene-02115,interact,small_molecule-26886
gene-02115,marker,phenotype-03925
gene-02115,phosphorylation,protein-10144
gene-02115,reduce,gene-08149
gene-02115,reduce,gene-18565
gene-02115,reduce,phenotype-13265
gene-02115,regulate,phenotype-03634
gene-02115,response,phenotype-03634
gene-02115,risk,phenotype-03925
gene-02115,risk,phenotype-13303
gene-02115,treat,phenotype-10098
gene-02116,associate,phenotype-00001
gene-02116,associate,phenotype-04405
gene-02116,associate,phenotype-12936
gene-02116,associate,phenotype-12940
gene-02116,associate,phenotype-13217
gene-02116,associate,small_molecule-02847
gene-02116,cause,phenotype-03461
gene-02116,cause,phenotype-03984
gene-02116,cause,phenotype-05245
gene-02116,cause,phenotype-12952
gene-02116,mutate,phenotype-03461
gene-02116,require,phenotype-12932
gene-02116,treat,small_molecule-02847
gene-02117,enhance,phenotype-03634
gene-02117,expression,phenotype-03925
gene-02117,treat,phenotype-03634
gene-02127,associate,phenotype-03925
gene-02129,associate,phenotype-03925
gene-02129,change,phenotype-03646
gene-02129,control,phenotype-12942
gene-02129,control,phenotype-12950
gene-02129,marker,phenotype-12952
gene-02129,reduce,phenotype-03925
gene-02144,activate,gene-00704
gene-02144,activate,gene-17438
gene-02144,affect,phenotype-04363
gene-02144,cause,gene-00210
gene-02144,cause,phenotype-10147
gene-02144,cause,phenotype-13514
gene-02144,cause,small_molecule-11583
gene-02144,expression,gene-00210
gene-02144,increase,gene-00210
gene-02144,increase,phenotype-13006
gene-02144,inhibit,gene-03758
gene-02144,inhibit,gene-06684
gene-02144,mutate,small_molecule-47205
gene-02144,reduce,phenotype-12248
gene-02144,regulate,phenotype-13514
gene-02145,affect,phenotype-03925
gene-02145,associate,phenotype-03925
gene-02145,cause,gene-05486
gene-02145,cause,phenotype-08335
gene-02145,cause,phenotype-13074
gene-02145,control,phenotype-03925
