H,R,T
gene-02581,regulate,hpo-13631
gene-02581,response,hpo-13631
gene-02587,affect,gene-18357
gene-02595,associate,drug-12048
gene-02595,identifi,drug-12048
gene-02605,treat,hpo-04999
gene-02605,treat,hpo-05245
gene-02605,treat,hpo-07292
gene-02645,associate,hpo-12403
gene-02645,expression,disease-1472
gene-02645,patholog,hpo-12401
gene-02645,regulate,drug-12067
gene-02646,expression,gene-03891
gene-02646,expression,protein-03556
gene-02646,expression,protein-05831
gene-02646,expression,protein-06326
gene-02646,inhibit,disease-1472
gene-02646,regulate,disease-1472
gene-02646,regulate,gene-01163
gene-02647,expression,disease-1472
gene-02647,expression,gene-03891
gene-02649,expression,disease-1472
gene-02649,expression,gene-03891
gene-02650,regulate,gene-05399
gene-02673,associate,disease-0984
gene-02673,generate,disease-0984
gene-02673,generate,hpo-07306
gene-02688,reduce,gene-02697
gene-02695,associate,disease-1472
gene-02697,associate,disease-1472
gene-02697,associate,small_molecule-35419
gene-02697,regulate,gene-03512
gene-02698,expression,disease-1472
gene-02698,expression,gene-03891
gene-02698,expression,gene-26543
gene-02698,increase,disease-1472
gene-02698,marker,disease-1472
gene-02698,patholog,disease-1472
gene-02698,regulate,hpo-12403
gene-02701,marker,disease-1472
gene-02704,cause,hpo-13600
gene-02704,regulate,disease-1472
gene-02713,associate,disease-1472
gene-02713,associate,hpo-13631
gene-02713,differenti,disease-1472
gene-02718,associate,disease-0984
gene-02718,associate,hpo-12994
gene-02718,cause,hpo-12962
gene-02718,cause,hpo-13243
gene-02718,change,disease-1472
gene-02718,change,gene-03891
gene-02718,change,gene-24085
gene-02718,demonstr,gene-02779
gene-02718,develop,hpo-12962
gene-02718,regulate,gene-02787
gene-02718,risk,hpo-00367
gene-02718,risk,hpo-13223
gene-02732,associate,disease-1472
gene-02732,interact,hpo-13254
gene-02732,risk,disease-1472
gene-02743,activate,gene-05683
gene-02743,associate,gene-05958
gene-02743,increase,disease-1472
gene-02743,particip,disease-1472
gene-02743,particip,hpo-07882
gene-02749,encode,hpo-12994
gene-02749,patholog,gene-02436
gene-02750,associate,hpo-12401
gene-02750,cause,gene-02889
gene-02750,detect,disease-1472
gene-02750,enhance,disease-1472
gene-02750,enhance,gene-05708
gene-02750,expression,gene-00747
gene-02750,expression,gene-00795
gene-02750,inhibit,disease-1472
gene-02750,particip,disease-1472
gene-02750,regulate,gene-05708
gene-02750,require,gene-03770
gene-02750,stimul,gene-02875
gene-02750,stimul,gene-05708
gene-02750,treat,small_molecule-35419
gene-02752,expression,disease-1472
gene-02752,found,gene-11321
gene-02754,associate,hpo-07292
gene-02754,associate,hpo-13631
gene-02754,expression,gene-05204
gene-02754,inhibit,gene-02959
gene-02754,inhibit,gene-03758
gene-02754,regulate,gene-06684
gene-02754,require,drug-13650
gene-02754,show,hpo-13626
gene-02756,associate,hpo-13631
gene-02756,increase,disease-1472
gene-02756,observe,disease-1472
gene-02756,patholog,disease-1472
gene-02764,associate,disease-1472
gene-02764,associate,hpo-05245
gene-02764,found,disease-1472
gene-02779,associate,disease-1280
gene-02779,marker,disease-1472
gene-02780,act,gene-02803
gene-02780,associate,disease-0209
gene-02780,cause,disease-0984
gene-02780,differenti,disease-0209
gene-02780,regulate,disease-0984
gene-02781,increase,disease-1472
gene-02783,expression,gene-08385
gene-02785,act,gene-02803
gene-02787,affect,disease-0984
gene-02787,affect,disease-1472
gene-02787,associate,disease-0159
gene-02787,associate,disease-0984
gene-02787,associate,disease-1472
gene-02787,associate,gene-08604
gene-02787,associate,small_molecule-11321
gene-02787,bind,gene-03302
gene-02787,bind,gene-08142
gene-02787,bind,gene-14130
gene-02787,cause,disease-0984
gene-02787,cause,disease-1472
gene-02787,cause,disease-3131
gene-02787,cause,drug-10882
gene-02787,cause,gene-02901
gene-02787,cause,gene-03608
gene-02787,cause,hpo-03244
gene-02787,cause,small_molecule-14272
gene-02787,control,gene-04475
gene-02787,demonstr,gene-09736
gene-02787,develop,hpo-12403
gene-02787,evalu,hpo-12401
gene-02787,expression,disease-0984
gene-02787,expression,disease-1472
gene-02787,expression,gene-02290
gene-02787,expression,gene-03758
gene-02787,expression,gene-04475
gene-02787,expression,gene-05397
gene-02787,expression,hpo-00142
gene-02787,expression,protein-04886
gene-02787,feature,gene-01414
gene-02787,gene,hpo-12839
gene-02787,identifi,disease-1472
gene-02787,increase,disease-1472
gene-02787,increase,gene-08385
gene-02787,increase,gene-27754
gene-02787,increase,hpo-09831
gene-02787,increase,small_molecule-51879
gene-02787,inhibit,gene-02895
gene-02787,inhibit,gene-04475
gene-02787,inhibit,hpo-12403
gene-02787,initi,hpo-07292
gene-02787,marker,hpo-12401
gene-02787,observe,gene-27754
gene-02787,observe,hpo-12962
gene-02787,patholog,disease-5047
gene-02787,patholog,hpo-12401
gene-02787,production,disease-0984
gene-02787,production,drug-00073
gene-02787,production,gene-05999
gene-02787,reduce,disease-0984
gene-02787,regulate,drug-10882
gene-02787,regulate,hpo-00142
gene-02787,regulate,hpo-07292
gene-02787,show,disease-1472
gene-02787,show,hpo-13631
gene-02787,stimul,drug-10882
gene-02787,treat,disease-1472
gene-02801,expression,gene-04574
gene-02801,expression,gene-05863
gene-02802,found,disease-1472
gene-02803,act,gene-04177
gene-02803,affect,gene-03770
gene-02803,associate,gene-03770
gene-02803,cause,drug-10882
gene-02803,cause,gene-00789
gene-02803,cause,gene-02875
gene-02803,cause,gene-02901
gene-02803,cause,gene-06727
gene-02803,expression,gene-00789
gene-02803,expression,hpo-12401
gene-02803,patholog,disease-1472
gene-02803,production,drug-10882
gene-02803,reduce,disease-1472
gene-02803,reduce,hpo-13631
gene-02803,treat,disease-1472
gene-02803,treat,hpo-12401
gene-02804,affect,gene-05708
gene-02804,affect,gene-09736
gene-02804,affect,small_molecule-51879
gene-02804,associate,disease-1472
gene-02804,associate,gene-00757
gene-02804,associate,gene-02875
gene-02804,associate,gene-36383
gene-02804,associate,hpo-12403
gene-02804,associate,small_molecule-35664
gene-02804,bind,gene-05708
gene-02804,cause,drug-04111
gene-02804,cause,gene-03433
gene-02804,cause,gene-03770
gene-02804,cause,gene-06684
gene-02804,cause,hpo-07292
gene-02804,cause,hpo-13631
gene-02804,develop,gene-09736
gene-02804,enhance,gene-02875
gene-02804,enhance,gene-05708
gene-02804,expression,disease-1472
gene-02804,expression,drug-04111
gene-02804,expression,gene-00789
gene-02804,expression,gene-02959
gene-02804,expression,gene-03433
gene-02804,expression,gene-10491
gene-02804,expression,hpo-07292
gene-02804,expression,small_molecule-51879
gene-02804,increase,disease-0209
gene-02804,increase,disease-3111
gene-02804,increase,disease-4654
gene-02804,increase,gene-02885
gene-02804,increase,gene-05029
gene-02804,increase,gene-05708
gene-02804,inhibit,drug-10882
gene-02804,inhibit,gene-00210
gene-02804,inhibit,gene-05403
gene-02804,inhibit,gene-05708
gene-02804,observe,disease-1472
gene-02804,produce,gene-02918
gene-02804,production,disease-1472
gene-02804,production,gene-03206
gene-02804,production,gene-03770
gene-02804,production,gene-05708
gene-02804,production,hpo-12401
gene-02804,reduce,drug-05064
gene-02804,reduce,gene-05708
gene-02804,reduce,small_molecule-02641
gene-02804,regulate,gene-02750
gene-02804,regulate,small_molecule-51879
gene-02804,risk,hpo-13626
gene-02804,show,disease-1472
gene-02804,treat,disease-0209
gene-02805,observe,disease-1472
gene-02805,observe,gene-02806
gene-02806,associate,disease-1472
gene-02806,expression,hpo-07947
gene-02809,develop,gene-09736
gene-02816,affect,hpo-12403
gene-02816,increase,gene-17130
gene-02816,inhibit,gene-02821
gene-02816,patholog,disease-1472
gene-02816,production,drug-10882
gene-02816,reduce,gene-02823
gene-02816,reduce,gene-17130
gene-02816,reduce,hpo-12403
gene-02816,stimul,small_molecule-14006
gene-02817,associate,hpo-12401
gene-02817,regulate,drug-01326
gene-02817,regulate,gene-02825
gene-02818,associate,hpo-12401
gene-02818,cause,disease-1472
gene-02818,cause,hpo-12401
gene-02818,cause,hpo-13631
gene-02821,expression,gene-15473
gene-02825,associate,disease-1472
gene-02825,associate,gene-05708
gene-02825,associate,gene-24082
gene-02825,associate,hpo-07332
gene-02825,associate,hpo-13319
gene-02825,cause,gene-02889
gene-02825,regulate,gene-02817
gene-02825,regulate,gene-24082
gene-02825,regulate,gene-24084
gene-02827,expression,disease-1472
gene-02828,act,hpo-12401
gene-02828,act,hpo-13631
gene-02828,activate,gene-03015
gene-02828,cause,disease-1472
gene-02828,cause,gene-02889
gene-02828,cause,hpo-06474
gene-02828,cause,hpo-12401
gene-02828,expression,disease-0159
gene-02828,expression,disease-1472
gene-02828,generate,gene-02875
gene-02828,improve,gene-13823
gene-02828,improve,hpo-12403
gene-02828,increase,disease-1472
gene-02828,marker,disease-1472
gene-02828,particip,disease-1472
gene-02828,patholog,disease-1472
gene-02828,patholog,hpo-12401
gene-02828,prevent,hpo-12401
gene-02828,production,gene-02889
gene-02828,regulate,disease-1472
gene-02828,regulate,gene-02889
gene-02828,regulate,gene-03467
gene-02828,show,disease-1472
gene-02828,transloc,disease-1472
gene-02834,increase,gene-02917
gene-02839,bind,gene-14408
gene-02846,confer,disease-1472
gene-02846,expression,disease-1472
gene-02848,associate,gene-02897
gene-02848,associate,gene-02917
gene-02848,cause,gene-00521
gene-02848,expression,small_molecule-08347
gene-02848,increase,disease-1472
gene-02848,inhibit,gene-03758
gene-02848,inhibit,gene-05708
gene-02848,inhibit,hpo-13631
gene-02848,reduce,gene-01890
gene-02848,regulate,gene-02754
gene-02848,regulate,gene-05708
gene-02848,regulate,hpo-13631
gene-02873,expression,hpo-13631
gene-02873,require,hpo-13631
gene-02873,treat,hpo-12403
gene-02874,associate,disease-1472
gene-02874,differenti,gene-01234
gene-02874,encode,gene-02875
gene-02874,enhance,drug-00047
gene-02874,expression,hpo-13631
gene-02874,expression,small_molecule-11583
gene-02874,increase,gene-02750
gene-02874,patholog,disease-1472
gene-02875,act,hpo-13465
gene-02875,activate,drug-00047
gene-02875,activate,gene-01163
gene-02875,activate,gene-01890
gene-02875,activate,gene-03014
gene-02875,activate,gene-03446
gene-02875,activate,gene-03477
gene-02875,activate,gene-03770
gene-02875,activate,gene-04428
gene-02875,activate,gene-04551
gene-02875,activate,gene-05399
gene-02875,activate,gene-06837
gene-02875,activate,hpo-07292
gene-02875,activate,hpo-12403
gene-02875,activate,protein-05566
gene-02875,activate,protein-05658
gene-02875,affect,disease-1472
gene-02875,affect,drug-05064
gene-02875,affect,drug-13650
gene-02875,affect,gene-05708
gene-02875,affect,gene-06684
gene-02875,affect,gene-09001
gene-02875,affect,hpo-12401
gene-02875,affect,hpo-12402
gene-02875,affect,hpo-12403
gene-02875,associate,gene-03770
gene-02875,associate,gene-05708
gene-02875,associate,hpo-01784
gene-02875,associate,hpo-07292
gene-02875,associate,hpo-12318
gene-02875,associate,hpo-13631
gene-02875,associate,hpo-13632
gene-02875,associate,small_molecule-05837
gene-02875,associate,small_molecule-11276
gene-02875,associate,small_molecule-35419
gene-02875,bind,gene-03014
gene-02875,bind,gene-03943
gene-02875,bind,gene-06684
gene-02875,bind,gene-18357
gene-02875,cause,disease-1472
gene-02875,cause,drug-00047
gene-02875,cause,drug-03383
gene-02875,cause,gene-00152
gene-02875,cause,gene-00175
gene-02875,cause,gene-00790
gene-02875,cause,gene-00791
gene-02875,cause,gene-01508
gene-02875,cause,gene-01890
gene-02875,cause,gene-02750
gene-02875,cause,gene-02889
gene-02875,cause,gene-03469
gene-02875,cause,gene-03472
gene-02875,cause,gene-03476
gene-02875,cause,gene-03770
gene-02875,cause,gene-04551
gene-02875,cause,gene-05708
gene-02875,cause,gene-05958
gene-02875,cause,gene-06684
gene-02875,cause,gene-07381
gene-02875,cause,gene-08260
gene-02875,cause,gene-24085
gene-02875,cause,gene-24094
gene-02875,cause,hpo-03214
gene-02875,cause,hpo-06474
gene-02875,cause,hpo-12401
gene-02875,cause,hpo-12403
gene-02875,cause,hpo-12425
gene-02875,cause,hpo-12544
gene-02875,cause,hpo-13631
gene-02875,cause,hpo-13632
gene-02875,change,small_molecule-35211
gene-02875,contain,gene-03770
gene-02875,control,gene-02878
gene-02875,control,gene-06211
gene-02875,control,hpo-12401
gene-02875,depend,gene-02889
gene-02875,depend,gene-03631
gene-02875,depend,gene-05683
gene-02875,depend,gene-17059
gene-02875,develop,disease-1472
gene-02875,develop,hpo-07292
gene-02875,develop,hpo-12403
gene-02875,differenti,gene-06684
gene-02875,encode,gene-03472
gene-02875,encode,gene-29619
gene-02875,enhance,disease-1472
gene-02875,enhance,drug-13650
gene-02875,enhance,gene-02804
gene-02875,enhance,gene-04218
gene-02875,enhance,gene-05708
gene-02875,enhance,gene-06684
gene-02875,exist,disease-1223
gene-02875,exist,small_molecule-56954
gene-02875,expression,disease-1472
gene-02875,expression,drug-00047
gene-02875,expression,drug-04111
gene-02875,expression,gene-00152
gene-02875,expression,gene-01568
gene-02875,expression,gene-02115
gene-02875,expression,gene-02698
gene-02875,expression,gene-02750
gene-02875,expression,gene-02787
gene-02875,expression,gene-02889
gene-02875,expression,gene-03403
gene-02875,expression,gene-03469
gene-02875,expression,gene-03471
gene-02875,expression,gene-03472
gene-02875,expression,gene-03476
gene-02875,expression,gene-03477
gene-02875,expression,gene-03891
gene-02875,expression,gene-04203
gene-02875,expression,gene-04428
gene-02875,expression,gene-04551
gene-02875,expression,gene-05661
gene-02875,expression,gene-05708
gene-02875,expression,gene-05949
gene-02875,expression,gene-05958
gene-02875,expression,gene-07381
gene-02875,expression,gene-08344
gene-02875,expression,gene-08726
gene-02875,expression,gene-09736
gene-02875,expression,gene-13823
gene-02875,expression,gene-14272
gene-02875,expression,gene-17059
gene-02875,expression,hpo-04283
gene-02875,expression,hpo-12403
gene-02875,expression,hpo-13632
gene-02875,expression,small_molecule-02641
gene-02875,feature,disease-1472
gene-02875,feature,disease-1632
gene-02875,focus,disease-1472
gene-02875,gene,small_molecule-08347
gene-02875,increase,disease-1472
gene-02875,increase,drug-00047
gene-02875,increase,gene-00476
gene-02875,increase,gene-01882
gene-02875,increase,gene-02885
gene-02875,increase,gene-04208
gene-02875,increase,gene-05029
gene-02875,increase,gene-05371
gene-02875,increase,gene-07490
gene-02875,increase,gene-11519
gene-02875,increase,gene-13823
gene-02875,increase,gene-18292
gene-02875,increase,hpo-12403
gene-02875,inhibit,drug-05064
gene-02875,inhibit,gene-00847
gene-02875,inhibit,gene-02754
gene-02875,inhibit,gene-02804
gene-02875,inhibit,gene-02879
gene-02875,inhibit,gene-04428
gene-02875,inhibit,gene-05708
gene-02875,inhibit,gene-06927
gene-02875,inhibit,gene-07751
gene-02875,inhibit,gene-15103
gene-02875,inhibit,hpo-12403
gene-02875,inhibit,hpo-13334
gene-02875,inhibit,hpo-13631
gene-02875,interact,gene-09001
gene-02875,marker,gene-24094
gene-02875,marker,gene-26543
gene-02875,marker,hpo-13631
gene-02875,observe,disease-1472
gene-02875,particip,hpo-12403
gene-02875,patholog,disease-1472
gene-02875,patholog,hpo-13631
gene-02875,phosphorylation,drug-10400
gene-02875,phosphorylation,gene-04423
gene-02875,phosphorylation,gene-04428
gene-02875,phosphorylation,gene-04438
gene-02875,phosphorylation,gene-04725
gene-02875,potenti,gene-05708
gene-02875,potenti,gene-06684
gene-02875,prevent,gene-03631
gene-02875,prevent,gene-05683
gene-02875,prevent,hpo-12318
gene-02875,prevent,hpo-12401
gene-02875,produce,hpo-12401
gene-02875,produce,hpo-13631
gene-02875,production,disease-1472
gene-02875,production,drug-05064
gene-02875,production,gene-02889
gene-02875,production,gene-02918
gene-02875,production,gene-03469
gene-02875,production,gene-04552
gene-02875,production,gene-05397
gene-02875,production,gene-09736
gene-02875,production,gene-12532
gene-02875,production,small_molecule-02641
gene-02875,reduce,disease-1472
gene-02875,reduce,gene-04438
gene-02875,reduce,gene-05029
gene-02875,reduce,gene-05511
gene-02875,reduce,gene-05958
gene-02875,reduce,gene-09736
gene-02875,reduce,hpo-07292
gene-02875,reduce,hpo-12403
gene-02875,regulate,disease-1472
gene-02875,regulate,gene-03174
gene-02875,regulate,gene-05708
gene-02875,regulate,gene-05741
gene-02875,regulate,gene-06684
gene-02875,regulate,gene-08414
gene-02875,regulate,gene-09161
gene-02875,regulate,gene-17640
gene-02875,require,drug-05064
gene-02875,require,gene-00870
gene-02875,require,gene-04423
gene-02875,response,disease-1472
gene-02875,response,drug-00005
gene-02875,response,drug-00050
gene-02875,response,hpo-13631
gene-02875,reverse,gene-25209
gene-02875,risk,disease-1472
gene-02875,show,disease-0159
gene-02875,show,disease-1472
gene-02875,show,drug-10882
gene-02875,show,hpo-12401
gene-02875,show,hpo-13632
gene-02875,signal,gene-00486
gene-02875,signal,gene-02889
gene-02875,stimul,disease-1472
gene-02875,stimul,drug-00047
gene-02875,stimul,drug-04111
gene-02875,stimul,gene-00175
gene-02875,stimul,gene-02895
gene-02875,stimul,gene-03815
gene-02875,stimul,gene-04551
gene-02875,stimul,gene-04721
gene-02875,stimul,gene-04725
gene-02875,stimul,gene-05683
gene-02875,stimul,gene-07273
gene-02875,stimul,gene-09036
gene-02875,stimul,gene-18529
gene-02875,stimul,gene-43832
gene-02875,stimul,hpo-13631
gene-02875,studi,disease-1472
gene-02875,treat,disease-1472
gene-02875,treat,disease-2920
gene-02875,treat,drug-00047
gene-02875,treat,gene-05247
gene-02875,treat,small_molecule-24744
gene-02875,use,disease-1472
gene-02876,affect,hpo-12318
gene-02876,production,gene-02878
gene-02876,production,gene-19404
gene-02876,treat,disease-1472
gene-02876,treat,hpo-12952
gene-02877,associate,disease-1472
gene-02878,activate,hpo-00125
gene-02878,affect,disease-1472
gene-02878,affect,gene-02874
gene-02878,affect,hpo-12318
gene-02878,affect,hpo-12401
gene-02878,affect,hpo-13631
gene-02878,associate,disease-1472
gene-02878,associate,gene-09701
gene-02878,bind,gene-02874
gene-02878,cause,hpo-12403
gene-02878,demonstr,hpo-13334
gene-02878,determin,hpo-13632
gene-02878,encode,hpo-12401
gene-02878,evalu,disease-1472
gene-02878,expression,gene-03891
gene-02878,expression,hpo-00142
gene-02878,gene,gene-00360
gene-02878,gene,small_molecule-08347
gene-02878,gene,small_molecule-35089
gene-02878,increase,disease-1472
gene-02878,increase,hpo-08847
gene-02878,increase,hpo-13631
gene-02878,inhibit,gene-02874
gene-02878,inhibit,gene-02875
gene-02878,inhibit,gene-13487
gene-02878,inhibit,hpo-13448
gene-02878,inhibit,hpo-13630
gene-02878,inhibit,hpo-13631
gene-02878,marker,hpo-00142
gene-02878,marker,small_molecule-11294
gene-02878,occur,disease-1472
gene-02878,patholog,disease-1472
gene-02878,production,disease-1472
gene-02878,production,gene-19404
gene-02878,reduce,hpo-13631
gene-02878,regulate,gene-02875
gene-02878,regulate,gene-02917
gene-02878,regulate,hpo-13254
gene-02878,regulate,hpo-13630
gene-02878,response,gene-02875
gene-02878,risk,disease-1472
gene-02878,risk,hpo-04112
gene-02878,show,disease-1472
gene-02878,treat,disease-1472
gene-02878,treat,hpo-07947
gene-02878,treat,hpo-12952
gene-02879,activate,hpo-07292
gene-02879,associate,gene-02917
gene-02879,associate,hpo-07345
gene-02879,associate,small_molecule-05837
gene-02879,cause,disease-1472
gene-02879,cause,hpo-07292
gene-02879,cause,hpo-13631
gene-02879,contain,gene-13927
gene-02879,depend,gene-03627
gene-02879,depend,small_molecule-11583
gene-02879,found,disease-0984
gene-02879,gene,disease-1472
gene-02879,increase,gene-27754
gene-02879,increase,small_molecule-11583
gene-02879,production,gene-05557
gene-02879,production,gene-11978
gene-02879,reduce,gene-02917
gene-02879,stimul,gene-05029
gene-02880,associate,disease-1472
gene-02880,associate,gene-03157
gene-02880,demonstr,disease-1472
gene-02880,develop,disease-1472
gene-02880,protect,disease-1472
gene-02880,protect,hpo-12952
gene-02881,associate,hpo-07947
gene-02881,demonstr,disease-1472
gene-02881,risk,hpo-07947
gene-02882,regulate,gene-02901
gene-02883,associate,gene-00753
gene-02883,associate,hpo-13632
gene-02883,cause,disease-1472
gene-02883,cause,gene-02875
gene-02883,cause,gene-06684
gene-02883,expression,gene-06684
gene-02883,regulate,disease-0878
gene-02883,regulate,gene-02875
gene-02883,regulate,gene-05708
gene-02883,regulate,gene-06213
gene-02885,abolish,gene-04203
gene-02885,abolish,small_molecule-02641
gene-02885,act,gene-04203
gene-02885,affect,gene-02139
gene-02885,affect,gene-04203
gene-02885,affect,gene-05958
gene-02885,affect,hpo-07292
gene-02885,affect,hpo-12403
gene-02885,affect,hpo-13631
gene-02885,associate,gene-00753
gene-02885,associate,hpo-12401
gene-02885,associate,small_molecule-05837
gene-02885,associate,small_molecule-11321
gene-02885,bind,drug-10882
gene-02885,cause,disease-1472
gene-02885,cause,gene-02875
gene-02885,cause,gene-02913
gene-02885,cause,gene-05028
gene-02885,cause,gene-05036
gene-02885,cause,hpo-13631
gene-02885,change,hpo-12403
gene-02885,confer,disease-1472
gene-02885,confer,hpo-07947
gene-02885,control,disease-1472
gene-02885,develop,gene-02718
gene-02885,encode,hpo-12403
gene-02885,enhance,gene-01034
gene-02885,expression,gene-01890
gene-02885,expression,gene-03758
gene-02885,expression,gene-04202
gene-02885,expression,gene-04551
gene-02885,expression,gene-06489
gene-02885,have,gene-05042
gene-02885,improve,gene-09736
gene-02885,improve,hpo-12403
gene-02885,increase,gene-02889
gene-02885,increase,gene-03922
gene-02885,increase,gene-05958
gene-02885,inhibit,disease-2077
gene-02885,inhibit,drug-00047
gene-02885,inhibit,drug-05064
gene-02885,inhibit,gene-02875
gene-02885,inhibit,gene-02889
gene-02885,inhibit,gene-02917
gene-02885,inhibit,gene-04203
gene-02885,inhibit,gene-04551
gene-02885,inhibit,gene-05029
gene-02885,inhibit,gene-05958
gene-02885,inhibit,gene-06684
gene-02885,inhibit,hpo-12401
gene-02885,inhibit,hpo-13630
gene-02885,inhibit,small_molecule-11583
gene-02885,inhibit,small_molecule-57106
gene-02885,observe,gene-06684
gene-02885,patholog,disease-1472
gene-02885,prevent,disease-0159
gene-02885,prevent,hpo-12403
gene-02885,production,drug-10882
gene-02885,production,drug-13528
gene-02885,production,gene-03922
gene-02885,production,gene-06684
gene-02885,production,small_molecule-57106
gene-02885,provid,disease-1472
gene-02885,reduce,disease-1472
gene-02885,reduce,drug-05064
gene-02885,reduce,gene-02804
gene-02885,reduce,gene-02875
gene-02885,reduce,gene-02982
gene-02885,reduce,gene-09736
gene-02885,reduce,gene-13823
gene-02885,reduce,hpo-12403
gene-02885,reduce,hpo-13630
gene-02885,reduce,hpo-13631
gene-02885,regulate,disease-1472
gene-02885,regulate,gene-02743
gene-02885,regulate,gene-02804
gene-02885,regulate,gene-05627
gene-02885,regulate,gene-05741
gene-02885,regulate,hpo-08080
gene-02885,regulate,hpo-12403
gene-02885,regulate,hpo-13631
gene-02885,regulate,small_molecule-14006
gene-02885,show,disease-1472
gene-02885,show,hpo-13631
gene-02885,signal,disease-1472
gene-02885,studi,hpo-13631
gene-02885,treat,disease-1472
gene-02885,treat,hpo-12401
gene-02885,treat,hpo-13631
gene-02886,affect,disease-1472
gene-02886,affect,gene-02885
gene-02886,analyz,gene-35045
gene-02886,associate,hpo-12401
gene-02886,control,disease-1472
gene-02889,activate,disease-1472
gene-02889,activate,gene-00176
gene-02889,activate,gene-03010
gene-02889,activate,gene-03770
gene-02889,activate,gene-04178
gene-02889,activate,gene-04423
gene-02889,activate,gene-04577
gene-02889,activate,gene-05399
gene-02889,activate,hpo-04523
gene-02889,activate,hpo-04650
gene-02889,activate,hpo-04726
gene-02889,activate,hpo-07292
gene-02889,activate,small_molecule-11220
gene-02889,affect,disease-1472
gene-02889,affect,hpo-07292
gene-02889,affect,hpo-12403
gene-02889,affect,hpo-13631
gene-02889,affect,hpo-13632
gene-02889,analyz,gene-04571
gene-02889,analyz,gene-04981
gene-02889,associate,disease-1223
gene-02889,associate,disease-1472
gene-02889,associate,gene-01138
gene-02889,associate,gene-02891
gene-02889,associate,gene-03368
gene-02889,associate,gene-03801
gene-02889,associate,gene-04760
gene-02889,associate,gene-05708
gene-02889,associate,gene-07270
gene-02889,associate,gene-24133
gene-02889,associate,hpo-01784
gene-02889,associate,hpo-12401
gene-02889,associate,hpo-13474
gene-02889,associate,hpo-13626
gene-02889,associate,hpo-13631
gene-02889,associate,small_molecule-11276
gene-02889,associate,small_molecule-35419
gene-02889,bind,gene-02875
gene-02889,bind,gene-04978
gene-02889,bind,gene-18357
gene-02889,cause,disease-1472
gene-02889,cause,gene-00175
gene-02889,cause,gene-00752
gene-02889,cause,gene-02112
gene-02889,cause,gene-02875
gene-02889,cause,gene-03770
gene-02889,cause,gene-04577
gene-02889,cause,gene-05399
gene-02889,cause,gene-05999
gene-02889,cause,gene-08260
gene-02889,cause,gene-11423
gene-02889,cause,gene-14157
gene-02889,cause,hpo-12401
gene-02889,cause,hpo-12403
gene-02889,cause,hpo-13626
gene-02889,cause,hpo-13631
gene-02889,cause,small_molecule-09326
gene-02889,change,disease-1472
gene-02889,conside,hpo-13631
gene-02889,consist,gene-02891
gene-02889,contain,gene-05285
gene-02889,control,gene-05397
gene-02889,demonstr,small_molecule-08633
gene-02889,depend,gene-03770
gene-02889,depend,gene-04316
gene-02889,detect,hpo-00142
gene-02889,determin,hpo-13631
gene-02889,develop,hpo-04382
gene-02889,develop,hpo-13528
gene-02889,differenti,gene-00176
gene-02889,differenti,gene-04178
gene-02889,differenti,gene-04423
gene-02889,differenti,gene-04434
gene-02889,differenti,gene-04577
gene-02889,enhance,disease-2201
gene-02889,evalu,hpo-00142
gene-02889,expression,disease-0209
gene-02889,expression,gene-00486
gene-02889,expression,gene-00514
gene-02889,expression,gene-01163
gene-02889,expression,gene-02875
gene-02889,expression,gene-05681
gene-02889,expression,gene-06684
gene-02889,expression,gene-16748
gene-02889,expression,gene-17436
gene-02889,expression,hpo-12401
gene-02889,expression,small_molecule-01211
gene-02889,expression,small_molecule-35419
gene-02889,feature,hpo-07292
gene-02889,found,hpo-13626
gene-02889,gene,hpo-00142
gene-02889,gene,hpo-03756
gene-02889,gene,hpo-12839
gene-02889,generate,hpo-12401
gene-02889,generate,hpo-13328
gene-02889,generate,hpo-13610
gene-02889,have,disease-0209
gene-02889,identifi,gene-03463
gene-02889,identifi,hpo-12401
gene-02889,increase,disease-0209
gene-02889,increase,disease-1188
gene-02889,increase,disease-1472
gene-02889,increase,gene-00733
gene-02889,increase,gene-02803
gene-02889,increase,gene-02875
gene-02889,increase,gene-02917
gene-02889,increase,gene-03469
gene-02889,increase,gene-03476
gene-02889,increase,gene-04688
gene-02889,increase,gene-05708
gene-02889,increase,gene-07208
gene-02889,increase,gene-13308
gene-02889,increase,gene-27754
gene-02889,increase,hpo-12248
gene-02889,inhibit,disease-1472
gene-02889,inhibit,drug-05064
gene-02889,inhibit,gene-00847
gene-02889,inhibit,gene-01890
gene-02889,inhibit,gene-03770
gene-02889,inhibit,gene-05708
gene-02889,inhibit,hpo-12248
gene-02889,inhibit,hpo-12403
gene-02889,inhibit,protein-05566
gene-02889,interact,disease-1472
gene-02889,interact,gene-02879
gene-02889,marker,hpo-00142
gene-02889,marker,hpo-09947
gene-02889,observe,gene-27754
gene-02889,observe,hpo-12401
gene-02889,patholog,gene-27754
gene-02889,patholog,hpo-07292
gene-02889,patholog,hpo-12401
gene-02889,patholog,hpo-13610
gene-02889,patholog,hpo-13626
gene-02889,patholog,hpo-13631
gene-02889,phosphorylation,gene-03009
gene-02889,phosphorylation,gene-05397
gene-02889,phosphorylation,gene-05399
gene-02889,phosphorylation,gene-05402
gene-02889,potenti,gene-05708
gene-02889,produce,disease-1472
gene-02889,produce,gene-03891
gene-02889,produce,gene-07779
gene-02889,production,disease-1472
gene-02889,production,gene-00175
gene-02889,production,gene-02650
gene-02889,production,gene-02828
