H,R,T
gene-01284,cause,hpo-13322
gene-01284,gene,hpo-13322
gene-01284,patholog,hpo-13322
gene-01284,risk,hpo-13322
gene-01296,develop,hpo-05253
gene-01312,show,hpo-13340
gene-01312,show,hpo-13666
gene-01326,associate,hpo-04708
gene-01326,confer,hpo-04708
gene-01328,associate,gene-14408
gene-01328,expression,hpo-04706
gene-01343,abolish,gene-00175
gene-01412,activate,gene-00275
gene-01412,activate,gene-04174
gene-01412,bind,gene-04536
gene-01412,expression,gene-00175
gene-01412,expression,gene-03472
gene-01412,expression,gene-04423
gene-01412,function,hpo-13254
gene-01412,inhibit,gene-04536
gene-01412,inhibit,hpo-05253
gene-01412,regulate,gene-00275
gene-01412,show,gene-00175
gene-01412,show,gene-04174
gene-01430,expression,small_molecule-06774
gene-01453,determin,hpo-07332
gene-01453,evalu,hpo-04708
gene-01453,expression,hpo-04706
gene-01453,inhibit,hpo-04706
gene-01479,act,hpo-12684
gene-01507,associate,gene-03111
gene-01507,cause,hpo-04708
gene-01507,expression,gene-03111
gene-01507,regulate,gene-03111
gene-01521,expression,hpo-05254
gene-01521,expression,hpo-13035
gene-01521,expression,hpo-13357
gene-01528,associate,hpo-13648
gene-01528,expression,gene-08614
gene-01528,expression,hpo-13648
gene-01559,gene,gene-05627
gene-01559,increase,hpo-04708
gene-01565,activate,gene-00175
gene-01565,activate,gene-01659
gene-01565,activate,gene-04423
gene-01565,analyz,gene-39021
gene-01565,associate,hpo-09639
gene-01565,evalu,hpo-05253
gene-01565,expression,disease-2005
gene-01565,expression,hpo-04706
gene-01565,expression,hpo-04708
gene-01565,expression,hpo-05253
gene-01565,found,hpo-04712
gene-01565,found,hpo-05253
gene-01565,increase,hpo-04704
gene-01565,marker,hpo-04708
gene-01565,marker,hpo-05253
gene-01565,marker,hpo-13322
gene-01565,marker,small_molecule-11338
gene-01565,mutate,gene-04174
gene-01565,mutate,hpo-05253
gene-01565,phosphorylation,gene-00175
gene-01565,treat,disease-0271
gene-01576,cause,hpo-05253
gene-01576,cause,small_molecule-36537
gene-01581,observe,disease-0272
gene-01594,cause,hpo-04708
gene-01612,expression,gene-26955
gene-01612,inhibit,gene-04423
gene-01612,inhibit,hpo-04708
gene-01612,regulate,gene-26955
gene-01627,marker,hpo-12705
gene-01642,associate,hpo-13648
gene-01642,expression,gene-16724
gene-01644,associate,hpo-13323
gene-01644,occur,hpo-13322
gene-01645,inhibit,disease-6645
gene-01659,activate,gene-01565
gene-01659,associate,hpo-05253
gene-01659,cause,gene-00563
gene-01659,cause,hpo-13648
gene-01659,change,hpo-04708
gene-01659,change,hpo-13648
gene-01659,develop,gene-00563
gene-01659,expression,gene-00563
gene-01659,expression,gene-03864
gene-01659,expression,gene-05736
gene-01659,expression,hpo-04706
gene-01659,expression,hpo-04708
gene-01659,expression,hpo-13648
gene-01659,found,gene-01215
gene-01659,inhibit,hpo-04708
gene-01659,marker,gene-00563
gene-01659,marker,hpo-04706
gene-01659,observe,hpo-05191
gene-01659,observe,hpo-13340
gene-01659,occur,small_molecule-08547
gene-01659,show,hpo-13648
gene-01662,expression,gene-00563
gene-01664,affect,hpo-04708
gene-01681,affect,hpo-13322
gene-01681,exist,hpo-04708
gene-01681,gene,gene-01682
gene-01681,improve,hpo-04708
gene-01681,risk,hpo-04708
gene-01681,show,gene-00688
gene-01682,risk,hpo-04708
gene-01683,activate,gene-00175
gene-01683,activate,gene-04175
gene-01683,cause,gene-15488
gene-01683,cause,hpo-04708
gene-01683,enhance,gene-15488
gene-01683,inhibit,hpo-05253
gene-01717,depend,hpo-13648
gene-01717,expression,gene-04536
gene-01717,expression,gene-09767
gene-01717,expression,gene-11134
gene-01717,expression,hpo-04708
gene-01717,expression,hpo-04712
gene-01717,expression,hpo-13322
gene-01717,increase,gene-00853
gene-01717,observe,hpo-13648
gene-01717,reduce,gene-00853
gene-01717,reduce,gene-43822
gene-01720,activate,drug-09444
gene-01741,differenti,hpo-04405
gene-01741,disrupt,small_molecule-19346
gene-01749,activate,hpo-13648
gene-01749,cause,hpo-05253
gene-01763,cause,disease-0272
gene-01763,cause,hpo-07370
gene-01763,contain,disease-4258
gene-01763,show,hpo-04703
gene-01790,associate,disease-0704
gene-01795,associate,hpo-04708
gene-01795,increase,hpo-04708
gene-01803,inhibit,gene-05059
gene-01805,bind,gene-02192
gene-01806,associate,hpo-04723
gene-01809,associate,gene-01808
gene-01809,associate,gene-01810
gene-01809,associate,hpo-04723
gene-01810,associate,hpo-04723
gene-01810,develop,gene-01806
gene-01811,associate,gene-01808
gene-01811,associate,gene-01810
gene-01826,associate,gene-03451
gene-01826,associate,gene-05736
gene-01826,detect,hpo-13648
gene-01826,expression,gene-02120
gene-01830,associate,gene-05708
gene-01830,control,hpo-04712
gene-01830,expression,gene-04424
gene-01830,expression,hpo-04708
gene-01850,cause,hpo-02571
gene-01850,conside,hpo-05253
gene-01850,inhibit,gene-05532
gene-01850,regulate,hpo-04708
gene-01855,associate,small_molecule-35496
gene-01855,differenti,hpo-05253
gene-01882,cause,gene-00175
gene-01882,cause,gene-01581
gene-01882,cause,gene-02000
gene-01882,enhance,gene-03472
gene-01882,expression,hpo-04708
gene-01882,expression,hpo-13648
gene-01882,phosphorylation,gene-01581
gene-01882,regulate,gene-02000
gene-01886,detect,hpo-06503
gene-01886,expression,gene-02375
gene-02000,activate,gene-04174
gene-02000,activate,hpo-04708
gene-02000,marker,hpo-04708
gene-02000,marker,hpo-06984
gene-02000,reduce,hpo-04708
gene-02000,treat,hpo-04708
gene-02012,associate,hpo-04708
gene-02032,risk,hpo-13685
gene-02033,associate,hpo-13648
gene-02033,occur,hpo-00342
gene-02036,affect,hpo-04436
gene-02036,associate,gene-00868
gene-02036,detect,hpo-04436
gene-02036,improve,hpo-07332
gene-02058,associate,small_molecule-35496
gene-02058,differenti,hpo-05253
gene-02058,expression,gene-06777
gene-02094,associate,hpo-09639
gene-02094,have,gene-03608
gene-02118,detect,hpo-05253
gene-02118,observe,hpo-05253
gene-02121,affect,small_molecule-00519
gene-02140,associate,hpo-13323
gene-02140,cause,hpo-13323
gene-02152,treat,hpo-04708
gene-02167,associate,gene-03199
gene-02167,cause,hpo-05253
gene-02191,change,disease-0272
gene-02191,change,gene-25315
gene-02191,differenti,hpo-04723
gene-02191,expression,disease-0272
gene-02191,expression,drug-08604
gene-02191,expression,gene-25315
gene-02191,expression,hpo-04708
gene-02191,increase,gene-25315
gene-02191,observe,hpo-04723
gene-02191,regulate,hpo-04708
gene-02191,regulate,hpo-13340
gene-02191,serve,gene-25315
gene-02192,detect,hpo-05253
gene-02203,detect,hpo-13340
gene-02203,expression,hpo-13340
gene-02203,increase,hpo-13323
gene-02213,associate,hpo-13075
gene-02213,associate,hpo-13648
gene-02269,associate,hpo-05253
gene-02269,associate,hpo-13340
gene-02275,detect,small_molecule-21481
gene-02331,associate,gene-00348
gene-02331,associate,gene-00360
gene-02331,associate,gene-17067
gene-02331,associate,hpo-04708
gene-02331,marker,hpo-04708
gene-02331,predict,gene-00348
gene-02331,predict,gene-00360
gene-02331,predict,gene-17067
gene-02359,require,hpo-04712
gene-02372,associate,hpo-13320
gene-02373,marker,hpo-05253
gene-02374,associate,disease-0210
gene-02374,associate,drug-10400
gene-02374,associate,gene-00360
gene-02374,associate,hpo-05253
gene-02390,gene,gene-02397
gene-02395,risk,hpo-04708
gene-02397,associate,gene-02390
gene-02465,associate,small_molecule-28849
gene-02487,cause,hpo-04345
gene-02487,cause,hpo-13581
gene-02494,show,hpo-13494
gene-02496,associate,hpo-13648
gene-02496,marker,small_molecule-12198
gene-02499,associate,gene-05534
gene-02499,bind,gene-05534
gene-02499,cause,hpo-04708
gene-02500,associate,hpo-05253
gene-02500,associate,small_molecule-06774
gene-02500,expression,hpo-05253
gene-02500,expression,small_molecule-06774
gene-02500,risk,small_molecule-06774
gene-02502,expression,hpo-04708
gene-02502,expression,hpo-13322
gene-02502,reduce,hpo-04708
gene-02508,cause,drug-00431
gene-02513,affect,hpo-04712
gene-02513,associate,hpo-13648
gene-02513,inhibit,drug-05986
gene-02513,inhibit,hpo-13648
gene-02513,prevent,hpo-13648
gene-02513,stimul,hpo-04712
gene-02518,activate,gene-04392
gene-02518,associate,gene-05958
gene-02518,associate,hpo-04386
gene-02518,associate,hpo-04708
gene-02518,associate,hpo-05253
gene-02518,associate,hpo-13648
gene-02518,detect,hpo-04708
gene-02518,expression,gene-00288
gene-02518,reduce,gene-05850
gene-02518,regulate,gene-01522
gene-02518,regulate,gene-04394
gene-02518,response,hpo-10098
gene-02518,show,hpo-06474
gene-02548,associate,gene-01326
gene-02566,affect,hpo-05253
gene-02566,associate,drug-10863
gene-02566,associate,small_molecule-11280
gene-02566,expression,drug-10863
gene-02566,expression,small_molecule-11280
gene-02566,inhibit,hpo-04708
gene-02566,show,drug-10863
gene-02566,show,small_molecule-11280
gene-02574,inhibit,hpo-13648
gene-02579,associate,hpo-04708
gene-02579,associate,small_molecule-35496
gene-02579,differenti,hpo-05253
gene-02579,expression,gene-06777
gene-02581,expression,hpo-05253
gene-02581,expression,hpo-12770
gene-02650,marker,hpo-04708
gene-02652,abolish,hpo-04708
gene-02652,treat,hpo-04708
gene-02652,treat,hpo-13340
gene-02701,develop,disease-0271
gene-02701,inhibit,gene-03809
gene-02701,inhibit,hpo-04559
gene-02701,regulate,gene-03809
gene-02721,use,hpo-13648
gene-02721,use,small_molecule-03891
gene-02750,observe,gene-03437
gene-02769,encode,hpo-13340
gene-02769,feature,hpo-13340
gene-02769,gene,hpo-13648
gene-02770,gene,hpo-13648
gene-02777,have,hpo-07332
gene-02778,cause,gene-02513
gene-02778,enhance,gene-02513
gene-02778,stimul,gene-02513
gene-02783,abolish,gene-06129
gene-02783,abolish,hpo-13648
gene-02783,associate,hpo-13648
gene-02783,cause,hpo-13648
gene-02787,cause,gene-05345
gene-02787,inhibit,gene-01643
gene-02787,inhibit,gene-01749
gene-02787,inhibit,hpo-13648
gene-02787,reduce,gene-05345
gene-02804,activate,gene-02032
gene-02804,affect,hpo-13648
gene-02804,expression,small_molecule-14272
gene-02804,focus,gene-05958
gene-02804,inhibit,gene-05397
gene-02804,phosphorylation,gene-05397
gene-02804,reduce,hpo-13648
gene-02816,associate,gene-03199
gene-02816,associate,hpo-13322
gene-02816,show,gene-00563
gene-02834,observe,disease-6731
gene-02875,depend,gene-04203
gene-02875,detect,hpo-13323
gene-02875,stimul,gene-04201
gene-02889,associate,hpo-05253
gene-02889,associate,hpo-13478
gene-02889,associate,hpo-13648
gene-02889,cause,gene-24181
gene-02889,cause,hpo-13322
gene-02889,contain,hpo-13462
gene-02889,have,hpo-05253
gene-02889,increase,gene-05708
gene-02889,increase,gene-05965
gene-02889,increase,gene-25315
gene-02889,inhibit,gene-24181
gene-02889,regulate,gene-20547
gene-02889,response,gene-00563
gene-02889,risk,disease-0272
gene-02889,risk,hpo-13322
gene-02889,signal,disease-0384
gene-02889,use,hpo-05253
gene-02896,have,hpo-04708
gene-02901,depend,small_molecule-35412
gene-02901,increase,gene-25315
gene-02901,risk,hpo-13322
gene-02910,risk,hpo-13322
gene-02917,associate,hpo-04708
gene-02935,show,drug-09358
gene-02935,show,gene-05081
gene-02938,cause,hpo-13654
gene-02956,associate,drug-10400
gene-02956,associate,gene-05655
gene-02956,associate,gene-17067
gene-02956,associate,hpo-13648
gene-02956,expression,gene-00360
gene-02956,expression,gene-04178
gene-02956,expression,gene-07960
gene-02956,regulate,gene-04123
gene-02959,inhibit,gene-05397
gene-02982,marker,hpo-13648
gene-02988,expression,small_molecule-11583
gene-02997,marker,gene-05627
gene-02997,regulate,gene-05850
gene-02997,regulate,gene-05965
gene-03007,treat,hpo-04376
gene-03015,associate,gene-04075
gene-03042,regulate,disease-0271
gene-03042,regulate,small_molecule-35496
gene-03076,associate,gene-04609
gene-03076,bind,gene-24082
gene-03076,expression,gene-24082
gene-03093,marker,gene-07073
gene-03094,expression,hpo-04708
gene-03094,patholog,hpo-13648
gene-03103,expression,gene-01155
gene-03103,expression,gene-02718
gene-03111,associate,gene-05736
gene-03111,cause,hpo-04708
gene-03111,detect,hpo-13340
gene-03111,inhibit,hpo-13648
gene-03111,marker,hpo-06474
gene-03111,marker,hpo-13146
gene-03111,marker,small_molecule-19344
gene-03115,expression,gene-16094
gene-03115,show,gene-16094
gene-03118,analyz,small_molecule-35683
gene-03118,associate,gene-01819
gene-03118,associate,hpo-04706
gene-03118,change,hpo-13648
gene-03118,identifi,hpo-04436
gene-03118,inhibit,hpo-04708
gene-03118,mutate,gene-02241
gene-03118,mutate,gene-05736
gene-03118,mutate,hpo-04708
gene-03118,mutate,hpo-04712
gene-03118,mutate,hpo-05191
gene-03118,mutate,hpo-06474
gene-03118,mutate,hpo-13322
gene-03118,mutate,hpo-13666
gene-03118,mutate,small_molecule-35496
gene-03118,mutate,small_molecule-35683
gene-03118,occur,small_molecule-12713
gene-03118,predict,hpo-07332
gene-03118,show,hpo-05191
gene-03118,show,hpo-13666
gene-03127,bind,hpo-04720
gene-03127,contain,hpo-04712
gene-03127,differenti,hpo-04712
gene-03127,expression,hpo-13648
gene-03127,transloc,hpo-05253
gene-03140,associate,drug-10400
gene-03140,associate,gene-00360
gene-03140,associate,gene-17067
gene-03140,associate,hpo-13648
gene-03155,associate,hpo-05253
gene-03155,expression,hpo-05253
gene-03177,associate,hpo-05253
gene-03177,cause,gene-00175
gene-03177,cause,gene-04423
gene-03177,expression,hpo-13340
gene-03177,inhibit,hpo-05253
gene-03177,marker,hpo-13340
gene-03177,reduce,hpo-13340
gene-03177,reduce,small_molecule-52726
gene-03177,regulate,gene-00850
gene-03177,regulate,gene-05736
gene-03177,regulate,gene-24154
gene-03178,cause,gene-00175
gene-03178,cause,gene-04174
gene-03178,cause,gene-04977
gene-03178,cause,hpo-03856
gene-03178,cause,hpo-04708
gene-03178,expression,gene-04977
gene-03178,focus,hpo-04708
gene-03178,inhibit,gene-04977
gene-03178,transloc,gene-04977
gene-03179,associate,hpo-13254
gene-03185,associate,gene-00753
gene-03188,inhibit,hpo-13648
gene-03195,cause,hpo-04708
gene-03199,associate,hpo-04708
gene-03199,develop,hpo-04712
gene-03199,occur,hpo-13529
gene-03206,inhibit,hpo-05253
gene-03211,identifi,hpo-04708
gene-03229,studi,small_molecule-07517
gene-03251,associate,hpo-13129
gene-03251,cause,gene-00180
gene-03251,reduce,hpo-04363
gene-03251,reduce,hpo-12949
gene-03251,reduce,hpo-13322
gene-03256,enhance,hpo-05253
gene-03282,cause,hpo-04708
gene-03282,expression,hpo-04708
gene-03282,increase,gene-04536
gene-03282,inhibit,protein-03556
gene-03282,reduce,gene-00175
gene-03282,regulate,gene-00175
gene-03282,regulate,gene-04175
gene-03282,regulate,gene-04178
gene-03282,serve,hpo-04708
gene-03284,expression,hpo-04708
gene-03284,expression,hpo-13648
gene-03284,found,hpo-13648
gene-03284,marker,hpo-13666
gene-03297,mutate,disease-1362
gene-03353,associate,hpo-04708
gene-03353,associate,hpo-13648
gene-03353,cause,hpo-04708
gene-03353,function,hpo-04708
gene-03353,marker,hpo-04708
gene-03368,expression,hpo-04708
gene-03368,found,gene-00476
gene-03369,associate,drug-10400
gene-03369,associate,gene-00360
gene-03369,associate,gene-17067
gene-03369,associate,hpo-04708
gene-03369,associate,hpo-05253
gene-03369,associate,hpo-13648
gene-03369,differenti,drug-10400
gene-03369,differenti,gene-00360
gene-03369,differenti,gene-17067
gene-03369,expression,gene-08278
gene-03395,associate,hpo-05253
gene-03395,reduce,gene-00811
gene-03395,reduce,gene-04686
gene-03395,regulate,hpo-04708
gene-03411,associate,hpo-13648
gene-03411,encode,gene-02513
gene-03411,encode,protein-04242
gene-03411,exist,gene-20547
gene-03411,expression,hpo-04708
gene-03411,expression,hpo-05253
gene-03411,found,hpo-13648
gene-03411,marker,hpo-04708
gene-03411,marker,hpo-13648
gene-03424,associate,hpo-05253
gene-03424,associate,hpo-09639
gene-03424,enhance,hpo-06984
gene-03424,improve,gene-25315
gene-03424,increase,hpo-05253
gene-03427,show,hpo-04708
gene-03428,associate,hpo-04706
gene-03428,associate,hpo-13648
gene-03428,bind,gene-03451
gene-03428,bind,gene-03522
gene-03428,cause,hpo-04706
gene-03428,determin,small_molecule-52726
gene-03428,expression,gene-03451
gene-03428,increase,hpo-04706
gene-03428,marker,gene-03504
gene-03446,associate,gene-05165
gene-03446,associate,gene-05999
gene-03448,marker,hpo-13648
gene-03451,associate,gene-05736
gene-03451,determin,small_molecule-52726
gene-03454,increase,hpo-13322
gene-03454,risk,hpo-04706
gene-03454,risk,hpo-13426
gene-03463,detect,hpo-13494
gene-03463,predict,hpo-04708
gene-03468,associate,hpo-13648
gene-03468,expression,hpo-13648
gene-03468,found,hpo-13648
gene-03468,reduce,hpo-05253
gene-03468,serve,disease-2005
gene-03468,show,hpo-13340
gene-03472,expression,hpo-13648
gene-03472,regulate,hpo-05253
gene-03472,risk,hpo-13426
gene-03475,identifi,hpo-04708
gene-03477,expression,hpo-13648
gene-03504,increase,hpo-07332
gene-03507,associate,small_molecule-21348
gene-03507,expression,hpo-05253
gene-03512,cause,hpo-13322
gene-03512,demonstr,hpo-13326
gene-03512,detect,hpo-13326
gene-03512,feature,hpo-13074
gene-03512,feature,hpo-13647
gene-03604,associate,hpo-04712
gene-03604,associate,hpo-13340
gene-03604,associate,hpo-13666
gene-03604,cause,hpo-13648
gene-03604,detect,small_molecule-11583
gene-03604,encode,hpo-13322
gene-03604,expression,hpo-05191
gene-03604,expression,hpo-13323
gene-03604,expression,hpo-13340
gene-03604,expression,hpo-13648
gene-03604,expression,hpo-13666
gene-03604,found,hpo-13666
gene-03604,identifi,hpo-04730
gene-03604,show,hpo-04560
gene-03604,show,hpo-04730
gene-03604,show,hpo-13146
gene-03606,expression,gene-03609
gene-03606,expression,gene-27014
gene-03606,found,gene-03608
gene-03607,activate,gene-01659
gene-03607,expression,gene-01659
gene-03607,expression,gene-03604
gene-03607,interact,gene-01659
gene-03607,phosphorylation,gene-01659
gene-03607,regulate,gene-01659
gene-03607,signal,gene-01659
gene-03608,affect,hpo-09639
gene-03608,affect,hpo-13666
gene-03608,associate,hpo-04712
gene-03608,associate,hpo-05253
gene-03608,associate,hpo-13146
gene-03608,associate,hpo-13426
gene-03608,cause,gene-03604
gene-03608,change,hpo-13648
gene-03608,demonstr,hpo-13648
gene-03608,differenti,hpo-12706
gene-03608,differenti,hpo-13340
gene-03608,enhance,hpo-13340
gene-03608,expression,disease-0270
gene-03608,expression,gene-03127
gene-03608,expression,gene-03604
gene-03608,expression,gene-03609
gene-03608,expression,gene-05708
gene-03608,expression,hpo-04708
gene-03608,expression,hpo-09639
gene-03608,expression,hpo-13146
gene-03608,expression,hpo-13648
gene-03608,expression,hpo-13666
gene-03608,inhibit,gene-05074
gene-03608,marker,gene-05736
gene-03608,produce,hpo-04714
gene-03608,production,hpo-13322
gene-03608,production,hpo-13648
gene-03608,show,hpo-13146
gene-03608,show,hpo-13254
gene-03608,show,small_molecule-57106
gene-03609,detect,hpo-13340
gene-03609,expression,hpo-13146
gene-03609,expression,hpo-13340
gene-03620,differenti,hpo-13648
gene-03620,expression,hpo-06474
gene-03620,expression,hpo-10074
gene-03620,expression,hpo-13323
gene-03623,associate,hpo-05253
gene-03623,cause,hpo-04708
gene-03627,detect,hpo-13648
gene-03627,evalu,hpo-04708
gene-03627,increase,hpo-13340
gene-03627,marker,hpo-04708
gene-03689,expression,hpo-04708
gene-03747,expression,gene-05958
gene-03749,show,gene-00688
gene-03770,activate,hpo-04708
gene-03770,associate,gene-08287
gene-03770,associate,hpo-13338
gene-03770,enhance,disease-0271
gene-03804,expression,hpo-13648
gene-03804,reduce,hpo-13648
gene-03809,determin,hpo-04559
gene-03809,expression,hpo-00342
gene-03809,expression,small_molecule-12945
gene-03809,inhibit,gene-02701
gene-03809,inhibit,hpo-04559
gene-03809,marker,hpo-09124
gene-03809,reduce,hpo-13648
gene-03809,regulate,disease-0271
gene-03813,bind,gene-18525
gene-03813,function,gene-18525
gene-03820,associate,drug-10400
gene-03820,associate,gene-00360
gene-03820,associate,gene-17067
gene-03820,associate,hpo-13648
gene-03820,expression,drug-10400
gene-03820,expression,gene-17067
gene-03820,expression,hpo-04708
gene-03822,affect,hpo-09639
gene-03823,associate,drug-10400
gene-03823,associate,gene-00360
gene-03823,associate,gene-17067
gene-03823,associate,hpo-13648
gene-03823,expression,drug-10400
gene-03823,expression,gene-00360
gene-03823,expression,gene-17067
gene-03823,expression,hpo-04708
gene-03864,associate,hpo-04708
gene-03864,associate,hpo-05253
gene-03864,control,hpo-04708
gene-03864,marker,gene-24176
gene-03864,marker,gene-24829
gene-03864,marker,hpo-04708
gene-03864,predict,hpo-04708
gene-03864,reduce,gene-24176
gene-03864,reduce,gene-24829
gene-03864,reverse,gene-24176
gene-03864,reverse,gene-24829
gene-03872,activate,gene-03468
gene-03872,cause,hpo-04708
gene-03872,inhibit,gene-01830
gene-03872,signal,hpo-04708
gene-03876,expression,gene-05999
gene-03877,associate,drug-10400
gene-03877,associate,gene-00360
gene-03877,associate,small_molecule-11280
gene-03877,detect,drug-10400
gene-03877,expression,gene-06615
gene-03877,expression,hpo-04708
gene-03877,marker,drug-10400
gene-03877,marker,gene-00360
gene-03891,affect,hpo-04708
gene-03891,inhibit,hpo-04708
gene-03904,risk,hpo-04708
gene-03913,associate,hpo-04708
gene-03913,gene,hpo-04708
gene-03913,gene,hpo-13322
gene-03913,observe,hpo-13322
gene-03968,associate,disease-2931
gene-03974,develop,drug-12048
gene-04008,identifi,gene-09012
gene-04024,associate,hpo-05253
gene-04024,marker,hpo-13648
gene-04075,cause,gene-03015
gene-04075,cause,hpo-04708
gene-04075,regulate,gene-03015
gene-04123,cause,gene-24126
gene-04123,expression,gene-03627
gene-04123,reduce,gene-00175
gene-04123,reduce,gene-02956
gene-04123,reduce,gene-04174
gene-04123,regulate,gene-03627
gene-04133,associate,small_molecule-21348
gene-04133,marker,hpo-09793
gene-04135,activate,hpo-04708
gene-04135,expression,hpo-04708
gene-04135,expression,hpo-05253
gene-04135,inhibit,gene-04423
gene-04153,associate,disease-2931
gene-04153,associate,hpo-13322
gene-04153,exist,hpo-13322
gene-04153,expression,hpo-13322
gene-04153,expression,hpo-13648
gene-04153,expression,hpo-13666
gene-04153,inhibit,gene-03468
gene-04153,inhibit,gene-03472
gene-04153,inhibit,hpo-13648
gene-04174,associate,gene-04645
gene-04174,associate,gene-05326
gene-04174,associate,protein-15542
gene-04174,cause,gene-00175
gene-04174,cause,gene-04175
gene-04174,cause,hpo-05253
gene-04174,cause,small_molecule-36537
gene-04174,change,gene-01659
gene-04174,change,hpo-04708
gene-04175,activate,gene-04174
gene-04176,cause,hpo-03856
gene-04176,inhibit,hpo-05253
gene-04177,cause,hpo-04708
gene-04177,feature,hpo-04708
gene-04177,mutate,gene-04536
gene-04179,identifi,hpo-04708
gene-04183,activate,gene-03770
gene-04183,activate,gene-05399
gene-04183,associate,gene-05399
gene-04183,associate,hpo-05253
gene-04197,associate,disease-0272
gene-04197,associate,gene-00348
gene-04197,associate,gene-17067
gene-04197,associate,hpo-04708
gene-04197,associate,hpo-04730
gene-04197,associate,hpo-12684
gene-04197,associate,hpo-12705
gene-04197,associate,small_molecule-11285
gene-04197,marker,gene-00348
gene-04197,marker,hpo-04708
gene-04197,marker,small_molecule-11285
gene-04201,bind,gene-00868
gene-04201,increase,hpo-07332
gene-04203,cause,gene-02875
gene-04210,associate,gene-05958
gene-04210,associate,hpo-04708
gene-04210,expression,gene-05958
gene-04221,associate,hpo-13322
gene-04221,contain,hpo-04729
gene-04221,contain,hpo-13648
gene-04221,show,hpo-13322
gene-04221,show,hpo-13323
gene-04227,associate,small_molecule-35496
gene-04227,differenti,hpo-05253
gene-04227,marker,hpo-13648
gene-04241,improve,hpo-13054
gene-04249,expression,gene-05736
gene-04314,regulate,disease-8865
gene-04314,regulate,hpo-07332
gene-04316,affect,hpo-13631
gene-04316,expression,gene-04314
gene-04322,treat,gene-00563
gene-04375,produce,hpo-12705
gene-04392,signal,gene-05351
gene-04420,associate,gene-00348
gene-04420,associate,gene-00360
gene-04420,associate,gene-07960
gene-04420,associate,small_molecule-11280
gene-04420,expression,gene-00360
gene-04420,expression,small_molecule-11280
gene-04420,predict,gene-00360
gene-04423,activate,hpo-04708
gene-04423,associate,disease-0272
gene-04423,associate,hpo-13340
gene-04423,expression,hpo-04708
gene-04428,detect,gene-01890
gene-04428,inhibit,gene-05083
gene-04428,regulate,gene-05083
gene-04428,reverse,gene-24074
gene-04464,evalu,hpo-12684
gene-04471,expression,hpo-07332
gene-04471,inhibit,gene-05059
gene-04471,regulate,drug-12067
gene-04471,regulate,gene-01803
gene-04533,interact,disease-3254
gene-04535,increase,hpo-13323
gene-04536,act,gene-04177
gene-04536,activate,gene-04174
gene-04536,associate,gene-03448
gene-04536,cause,gene-00305
gene-04536,change,hpo-04708
gene-04536,feature,hpo-04708
gene-04536,inhibit,gene-04177
gene-04536,marker,gene-24138
gene-04536,mutate,gene-01222
gene-04536,observe,hpo-13648
gene-04551,associate,gene-05165
gene-04551,associate,gene-05736
gene-04551,associate,hpo-09639
gene-04551,associate,hpo-13666
gene-04551,bind,hpo-04706
gene-04551,cause,hpo-03856
gene-04551,cause,hpo-04712
gene-04551,expression,gene-03118
gene-04551,expression,gene-05736
gene-04551,expression,gene-16340
gene-04551,expression,hpo-12407
gene-04551,expression,hpo-13146
gene-04551,generate,gene-01565
gene-04551,generate,gene-03411
gene-04551,increase,hpo-13340
gene-04551,observe,gene-05736
gene-04551,observe,hpo-13648
gene-04551,observe,hpo-13666
gene-04551,patholog,hpo-13340
gene-04551,reduce,hpo-04708
gene-04551,regulate,hpo-04712
gene-04551,risk,hpo-04706
gene-04551,risk,hpo-13322
gene-04559,associate,drug-10400
gene-04559,associate,drug-10863
gene-04559,associate,gene-05002
gene-04559,associate,hpo-05253
gene-04559,observe,drug-10863
gene-04577,associate,gene-03468
gene-04577,associate,gene-03472
gene-04577,associate,hpo-05253
gene-04577,associate,protein-03556
gene-04577,expression,hpo-04708
gene-04577,marker,hpo-04708
gene-04583,show,hpo-08242
gene-04583,show,hpo-12470
gene-04586,cause,hpo-07440
gene-04587,associate,gene-05397
gene-04587,regulate,gene-24084
gene-04609,affect,gene-03076
gene-04609,bind,gene-24082
gene-04609,regulate,gene-03076
gene-04609,regulate,gene-24082
gene-04645,associate,protein-15542
gene-04645,associate,small_molecule-06774
gene-04645,cause,hpo-13648
gene-04645,expression,gene-07786
gene-04645,expression,hpo-13340
gene-04645,expression,small_molecule-06774
gene-04645,inhibit,gene-07786
gene-04645,observe,small_molecule-06774
gene-04662,produce,hpo-13043
gene-04662,treat,hpo-13043
gene-04668,expression,gene-00486
gene-04668,inhibit,gene-03770
gene-04668,inhibit,protein-05566
gene-04668,show,hpo-13407
gene-04688,associate,gene-07960
gene-04688,associate,hpo-05253
gene-04688,observe,hpo-05253
gene-04732,show,hpo-13648
gene-04817,increase,hpo-05253
gene-04827,affect,hpo-04708
gene-04827,expression,hpo-04708
gene-04834,detect,hpo-05253
gene-04834,reduce,hpo-03856
gene-04944,expression,hpo-05253
gene-04962,marker,disease-1032
gene-04966,evalu,hpo-04708
gene-04966,expression,hpo-04708
gene-04970,expression,hpo-04708
gene-04970,marker,hpo-04708
gene-04972,marker,hpo-04708
gene-05002,associate,drug-10400
gene-05002,associate,hpo-13648
gene-05002,cause,drug-10400
gene-05002,cause,hpo-13648
gene-05027,cause,hpo-05253
gene-05027,cause,hpo-13529
gene-05027,treat,hpo-13529
gene-05044,contain,hpo-13462
gene-05046,associate,gene-00348
gene-05046,associate,gene-00360
