H,R,T
gene-02770,gene,phenotype-05253
gene-02783,abolish,gene-06129
gene-02783,abolish,phenotype-13648
gene-02783,cause,phenotype-13648
gene-02804,activate,gene-02091
gene-02804,affect,phenotype-13648
gene-02804,expression,gene-02929
gene-02804,focus,gene-05958
gene-02804,inhibit,gene-05397
gene-02804,phosphorylation,gene-05397
gene-02816,associate,gene-03199
gene-02816,show,gene-00563
gene-02834,observe,disease-6731
gene-02875,depend,gene-04203
gene-02875,stimul,gene-04201
gene-02889,contain,phenotype-13254
gene-02889,have,phenotype-13648
gene-02889,increase,disease-0272
gene-02889,increase,gene-05708
gene-02889,increase,gene-05965
gene-02889,inhibit,gene-24204
gene-02889,response,gene-00563
gene-02889,risk,disease-0272
gene-02889,risk,phenotype-13322
gene-02896,have,phenotype-04708
gene-02910,risk,phenotype-13322
gene-02917,associate,phenotype-04708
gene-02929,stimul,gene-02804
gene-02935,show,drug-09358
gene-02935,show,gene-05081
gene-02956,associate,drug-10400
gene-02956,associate,gene-05655
gene-02956,associate,gene-17069
gene-02956,expression,gene-07960
gene-02956,expression,small_molecule-11285
gene-02956,regulate,gene-04123
gene-02959,inhibit,gene-05397
gene-02982,marker,phenotype-13648
gene-02988,expression,small_molecule-11583
gene-02997,regulate,gene-05850
gene-02997,regulate,gene-05965
gene-02997,regulate,protein-04891
gene-03007,treat,phenotype-04376
gene-03015,associate,gene-04075
gene-03042,regulate,disease-0271
gene-03042,regulate,gene-02127
gene-03094,patholog,phenotype-13648
gene-03103,expression,drug-08193
gene-03103,expression,gene-02718
gene-03111,associate,gene-05736
gene-03111,cause,phenotype-04708
gene-03111,detect,phenotype-13340
gene-03111,marker,phenotype-06474
gene-03111,marker,phenotype-13146
gene-03111,marker,small_molecule-19344
gene-03115,expression,gene-16095
gene-03115,show,gene-16095
gene-03118,analyz,gene-12489
gene-03118,associate,gene-01819
gene-03118,associate,phenotype-04706
gene-03118,identifi,phenotype-04436
gene-03118,mutate,gene-02241
gene-03118,mutate,gene-12489
gene-03118,mutate,phenotype-04708
gene-03118,mutate,phenotype-04712
gene-03118,mutate,phenotype-05191
gene-03118,mutate,phenotype-06474
gene-03118,mutate,phenotype-13322
gene-03118,mutate,phenotype-13666
gene-03118,mutate,small_molecule-35496
gene-03118,occur,small_molecule-12713
gene-03118,predict,phenotype-07332
gene-03118,show,phenotype-04712
gene-03118,show,phenotype-05191
gene-03127,bind,phenotype-04720
gene-03127,expression,phenotype-13648
gene-03140,associate,gene-00360
gene-03140,associate,gene-11156
gene-03140,associate,gene-17069
gene-03140,associate,phenotype-13648
gene-03155,associate,phenotype-13648
gene-03155,expression,phenotype-13648
gene-03177,associate,phenotype-13340
gene-03177,cause,gene-00175
gene-03177,cause,gene-04423
gene-03177,expression,phenotype-13340
gene-03177,found,phenotype-13340
gene-03177,reduce,phenotype-07332
gene-03177,reduce,phenotype-13340
gene-03178,cause,gene-00175
gene-03178,cause,gene-04175
gene-03178,cause,gene-04977
gene-03178,cause,phenotype-03856
gene-03178,cause,phenotype-04708
gene-03178,expression,gene-04977
gene-03178,focus,phenotype-04708
gene-03178,inhibit,gene-04977
gene-03178,transloc,gene-04977
gene-03179,associate,phenotype-13254
gene-03185,associate,gene-00753
gene-03188,inhibit,phenotype-13648
gene-03195,cause,phenotype-04708
gene-03199,occur,phenotype-13529
gene-03206,inhibit,phenotype-13648
gene-03211,identifi,phenotype-04708
gene-03229,studi,drug-00503
gene-03251,associate,phenotype-13129
gene-03251,cause,drug-00061
gene-03251,particip,protein-18930
gene-03251,reduce,phenotype-12949
gene-03256,enhance,phenotype-13648
gene-03282,increase,protein-04891
gene-03282,inhibit,protein-20524
gene-03282,reduce,gene-00175
gene-03282,regulate,gene-00175
gene-03282,regulate,gene-04174
gene-03282,serve,phenotype-04708
gene-03284,expression,phenotype-04708
gene-03284,expression,phenotype-13648
gene-03284,found,phenotype-13648
gene-03284,marker,phenotype-04712
gene-03297,mutate,disease-1362
gene-03353,associate,phenotype-04708
gene-03353,function,phenotype-04708
gene-03353,marker,phenotype-04708
gene-03368,found,gene-00476
gene-03369,associate,drug-10400
gene-03369,associate,gene-17069
gene-03369,associate,phenotype-04708
gene-03369,associate,phenotype-13648
gene-03369,associate,small_molecule-11285
gene-03369,differenti,gene-17069
gene-03369,differenti,small_molecule-11285
gene-03369,expression,gene-08278
gene-03395,associate,phenotype-13648
gene-03395,reduce,gene-00811
gene-03395,reduce,gene-00820
gene-03395,regulate,phenotype-04708
gene-03411,encode,protein-07248
gene-03411,expression,phenotype-04708
gene-03411,found,phenotype-13648
gene-03411,marker,phenotype-13648
gene-03424,associate,phenotype-05253
gene-03424,associate,phenotype-09639
gene-03424,enhance,phenotype-13666
gene-03424,improve,phenotype-04723
gene-03424,increase,phenotype-05253
gene-03428,associate,phenotype-04706
gene-03428,associate,phenotype-05253
gene-03428,cause,phenotype-04706
gene-03428,expression,gene-03451
gene-03428,increase,phenotype-04706
gene-03428,marker,gene-03504
gene-03446,associate,gene-05999
gene-03446,observe,phenotype-13666
gene-03448,marker,phenotype-13648
gene-03451,associate,gene-05736
gene-03454,increase,phenotype-13322
gene-03463,cause,phenotype-04198
gene-03468,associate,phenotype-13648
gene-03468,reduce,phenotype-13648
gene-03468,serve,disease-2005
gene-03472,risk,phenotype-13426
gene-03475,identifi,phenotype-04708
gene-03507,associate,small_molecule-21348
gene-03536,differenti,phenotype-07898
gene-03536,differenti,phenotype-13648
gene-03604,associate,phenotype-04712
gene-03604,associate,phenotype-13340
gene-03604,associate,phenotype-13666
gene-03604,detect,small_molecule-11583
gene-03604,encode,phenotype-13322
gene-03604,expression,phenotype-05188
gene-03604,expression,phenotype-13323
gene-03604,expression,phenotype-13648
gene-03604,identifi,phenotype-04730
gene-03604,show,phenotype-04560
gene-03606,expression,gene-03609
gene-03606,expression,gene-27054
gene-03607,interact,gene-01659
gene-03607,phosphorylation,gene-01659
gene-03607,regulate,gene-01659
gene-03608,affect,phenotype-04712
gene-03608,affect,phenotype-09639
gene-03608,associate,phenotype-06601
gene-03608,associate,phenotype-13666
gene-03608,cause,gene-03604
gene-03608,differenti,phenotype-12706
gene-03608,enhance,phenotype-13340
gene-03608,expression,disease-0270
gene-03608,expression,gene-03127
gene-03608,expression,phenotype-04708
gene-03608,expression,protein-02186
gene-03608,inhibit,protein-04892
gene-03608,marker,gene-05736
gene-03608,production,phenotype-13322
gene-03608,production,phenotype-13648
gene-03608,show,drug-00904
gene-03608,show,phenotype-13146
gene-03608,show,phenotype-13254
gene-03620,differenti,phenotype-13648
gene-03620,expression,phenotype-04635
gene-03620,expression,phenotype-06474
gene-03620,expression,phenotype-13323
gene-03623,cause,phenotype-04708
gene-03627,detect,phenotype-13648
gene-03627,marker,phenotype-04708
gene-03689,expression,phenotype-04708
gene-03747,expression,gene-05958
gene-03749,show,protein-02792
gene-03770,activate,phenotype-04708
gene-03770,associate,gene-08287
gene-03770,associate,phenotype-13254
gene-03770,enhance,disease-0271
gene-03804,reduce,phenotype-13648
gene-03809,determin,phenotype-04559
gene-03809,expression,phenotype-13666
gene-03809,expression,small_molecule-12945
gene-03809,inhibit,gene-02701
gene-03809,regulate,disease-0271
gene-03813,bind,gene-18528
gene-03813,function,gene-18528
gene-03820,associate,drug-10400
gene-03820,associate,small_molecule-11285
gene-03820,expression,drug-10400
gene-03822,affect,phenotype-09639
gene-03823,associate,drug-10400
gene-03823,associate,phenotype-13648
gene-03823,associate,small_molecule-11280
gene-03823,associate,small_molecule-11285
gene-03823,expression,drug-10400
gene-03823,expression,phenotype-04708
gene-03823,expression,small_molecule-11280
gene-03864,associate,phenotype-04708
gene-03864,associate,phenotype-13648
gene-03864,control,phenotype-04708
gene-03864,marker,gene-24199
gene-03864,marker,gene-24856
gene-03864,marker,phenotype-04708
gene-03864,predict,phenotype-04708
gene-03864,reduce,gene-24199
gene-03864,reverse,gene-24856
gene-03872,activate,gene-03468
gene-03872,cause,phenotype-04708
gene-03872,inhibit,gene-01830
gene-03872,signal,phenotype-04708
gene-03876,expression,gene-05999
gene-03877,associate,gene-17069
gene-03877,associate,small_molecule-11285
gene-03877,detect,drug-10400
gene-03877,expression,gene-06615
gene-03877,expression,phenotype-04708
gene-03877,marker,drug-10400
gene-03877,marker,small_molecule-11285
gene-03891,affect,phenotype-04708
gene-03891,inhibit,phenotype-04708
gene-03904,risk,phenotype-04708
gene-03913,associate,phenotype-04708
gene-03913,gene,phenotype-04708
gene-03913,gene,phenotype-13322
gene-03968,associate,disease-2931
gene-04009,treat,drug-07188
gene-04024,marker,phenotype-13648
gene-04075,cause,gene-03015
gene-04075,cause,phenotype-04708
gene-04075,regulate,gene-03015
gene-04123,cause,gene-24149
gene-04123,reduce,gene-00175
gene-04123,reduce,gene-02956
gene-04133,associate,small_molecule-21348
gene-04135,activate,phenotype-04708
gene-04135,expression,phenotype-13648
gene-04135,inhibit,gene-04423
gene-04153,associate,disease-2931
gene-04153,associate,phenotype-13322
gene-04153,exist,phenotype-13322
gene-04153,expression,phenotype-13322
gene-04153,expression,phenotype-13666
gene-04153,inhibit,gene-03472
gene-04153,inhibit,phenotype-13648
gene-04174,cause,gene-00175
gene-04174,cause,gene-04178
gene-04174,change,gene-01659
gene-04174,change,phenotype-04708
gene-04174,enhance,gene-01565
gene-04175,associate,gene-04645
gene-04175,associate,gene-05326
gene-04175,associate,gene-15489
gene-04176,cause,phenotype-03856
gene-04176,inhibit,phenotype-13648
gene-04178,cause,phenotype-04708
gene-04178,feature,phenotype-04708
gene-04178,mutate,gene-04536
gene-04179,identifi,phenotype-04708
gene-04183,activate,gene-03770
gene-04183,activate,gene-05399
gene-04197,associate,disease-2931
gene-04197,associate,drug-10400
gene-04197,associate,phenotype-04708
gene-04197,associate,phenotype-04730
gene-04197,associate,phenotype-12684
gene-04197,associate,small_molecule-11280
gene-04197,marker,phenotype-04708
gene-04201,bind,gene-00868
gene-04201,increase,phenotype-07332
gene-04210,expression,gene-05958
gene-04227,associate,small_molecule-35496
gene-04241,improve,phenotype-09784
gene-04249,expression,gene-05736
gene-04314,regulate,disease-4258
gene-04314,regulate,phenotype-07332
gene-04316,affect,phenotype-13631
gene-04316,expression,gene-04314
gene-04322,treat,gene-00563
gene-04384,develop,drug-12048
gene-04392,signal,gene-05351
gene-04423,associate,disease-0272
gene-04423,associate,phenotype-13340
gene-04428,detect,gene-03014
gene-04428,regulate,gene-05083
gene-04428,reverse,gene-24097
gene-04464,evalu,phenotype-12684
gene-04471,inhibit,gene-05059
gene-04471,regulate,gene-01803
gene-04478,regulate,phenotype-04708
gene-04533,interact,disease-3254
gene-04535,increase,phenotype-13323
gene-04536,act,gene-04178
gene-04536,associate,gene-03448
gene-04536,cause,gene-00305
gene-04536,marker,gene-24161
gene-04536,mutate,gene-01222
gene-04536,observe,phenotype-13648
gene-04537,act,phenotype-12684
gene-04551,associate,gene-05736
gene-04551,associate,phenotype-09639
gene-04551,associate,phenotype-13666
gene-04551,cause,phenotype-03856
gene-04551,cause,phenotype-04712
gene-04551,expression,gene-05009
gene-04551,expression,phenotype-12407
gene-04551,expression,phenotype-13146
gene-04551,generate,gene-01565
gene-04551,generate,gene-03411
gene-04551,increase,phenotype-13340
gene-04551,observe,gene-05736
gene-04551,patholog,phenotype-13340
gene-04551,reduce,phenotype-04708
gene-04551,regulate,phenotype-04712
gene-04559,associate,drug-10400
gene-04559,associate,phenotype-13648
gene-04559,associate,small_molecule-11285
gene-04577,associate,protein-20524
gene-04577,marker,phenotype-04708
gene-04583,affect,phenotype-04723
gene-04583,affect,phenotype-13340
gene-04583,show,phenotype-13401
gene-04609,affect,gene-11230
gene-04609,bind,gene-24105
gene-04609,regulate,gene-24105
gene-04616,associate,gene-00360
gene-04616,associate,phenotype-13648
gene-04616,predict,drug-10400
gene-04645,associate,gene-15489
gene-04645,associate,small_molecule-06774
gene-04645,cause,phenotype-13648
gene-04645,expression,phenotype-13340
gene-04645,expression,small_molecule-06774
gene-04645,inhibit,gene-07786
gene-04662,produce,phenotype-13043
gene-04662,treat,small_molecule-35236
gene-04668,inhibit,protein-02792
gene-04688,associate,gene-07960
gene-04688,observe,phenotype-13648
gene-04827,affect,phenotype-04708
gene-04827,expression,phenotype-04708
gene-04834,detect,phenotype-13648
gene-04962,marker,disease-1032
gene-04966,evalu,phenotype-04708
gene-04966,expression,phenotype-04708
gene-04970,marker,phenotype-04708
gene-04971,marker,phenotype-13340
gene-04972,marker,phenotype-04708
gene-05002,associate,drug-10400
gene-05002,associate,phenotype-13648
gene-05002,cause,phenotype-13648
gene-05027,cause,phenotype-05253
gene-05027,cause,phenotype-13529
gene-05044,contain,phenotype-13254
gene-05062,depend,gene-06213
gene-05062,detect,gene-06213
gene-05062,expression,gene-06213
gene-05062,expression,phenotype-13648
gene-05081,associate,disease-0272
gene-05083,depend,gene-04428
gene-05084,activate,gene-00175
gene-05128,activate,phenotype-08091
gene-05128,found,phenotype-12705
gene-05154,enhance,gene-44193
gene-05154,expression,phenotype-09639
gene-05154,reduce,phenotype-13648
gene-05165,expression,gene-05736
gene-05165,expression,phenotype-04712
gene-05165,found,phenotype-04712
gene-05165,identifi,disease-2931
gene-05165,identifi,phenotype-04704
gene-05165,increase,phenotype-04712
gene-05167,expression,gene-05165
gene-05167,expression,phenotype-13631
gene-05171,associate,gene-00778
gene-05171,associate,gene-06359
gene-05171,associate,phenotype-09639
gene-05171,associate,phenotype-13648
gene-05181,occur,phenotype-13322
gene-05186,provid,gene-16373
gene-05256,expression,gene-10373
gene-05285,associate,gene-05399
gene-05301,associate,phenotype-13648
gene-05301,marker,gene-00563
gene-05306,regulate,gene-04178
gene-05306,regulate,phenotype-13648
gene-05326,activate,gene-04178
gene-05326,associate,phenotype-13648
gene-05326,cause,phenotype-04708
gene-05327,cause,phenotype-04363
gene-05345,activate,gene-01565
gene-05345,activate,gene-01659
gene-05345,activate,gene-01749
gene-05345,activate,protein-19591
gene-05345,associate,gene-04555
gene-05345,associate,gene-16950
gene-05345,demonstr,phenotype-13648
gene-05345,patholog,phenotype-07332
gene-05345,regulate,gene-05469
gene-05345,reverse,gene-24204
gene-05351,enhance,phenotype-07332
gene-05377,affect,phenotype-04708
gene-05377,show,phenotype-04708
gene-05399,associate,gene-05418
gene-05418,disrupt,gene-05399
gene-05431,risk,phenotype-13340
gene-05454,gene,gene-01565
gene-05454,gene,gene-10058
gene-05470,transloc,small_molecule-36362
gene-05516,associate,phenotype-04730
gene-05528,expression,phenotype-04704
gene-05528,expression,phenotype-13340
gene-05534,cause,phenotype-04708
gene-05584,differenti,phenotype-05253
gene-05619,interact,gene-03608
gene-05619,show,phenotype-04703
gene-05626,inhibit,gene-02173
gene-05627,increase,gene-05965
gene-05627,increase,gene-24152
gene-05627,increase,phenotype-04708
gene-05627,inhibit,gene-02173
gene-05627,regulate,gene-20553
gene-05627,treat,gene-02889
gene-05644,regulate,phenotype-13648
gene-05655,associate,drug-10400
gene-05655,associate,gene-02956
gene-05655,associate,gene-17069
gene-05655,associate,phenotype-13648
gene-05655,expression,gene-02956
gene-05655,expression,gene-07960
gene-05655,expression,small_molecule-11285
gene-05659,expression,gene-04645
gene-05659,expression,small_molecule-06774
gene-05659,observe,small_molecule-06774
gene-05662,bind,phenotype-13648
gene-05662,expression,gene-03468
gene-05662,regulate,gene-03468
gene-05662,regulate,gene-03477
gene-05663,show,phenotype-04712
gene-05663,show,phenotype-13340
gene-05666,regulate,phenotype-13666
gene-05681,associate,phenotype-04708
gene-05683,risk,phenotype-13322
gene-05708,associate,phenotype-04708
gene-05708,associate,phenotype-13320
gene-05708,cause,phenotype-04708
gene-05708,cause,small_molecule-08374
gene-05708,expression,phenotype-13322
gene-05736,associate,gene-01819
gene-05736,associate,gene-04551
gene-05736,associate,phenotype-04706
gene-05736,associate,phenotype-13648
gene-05736,cause,gene-00853
gene-05736,cause,gene-06705
gene-05736,cause,phenotype-07332
gene-05736,change,gene-03118
gene-05736,change,phenotype-04706
gene-05736,detect,phenotype-08911
gene-05736,detect,phenotype-13146
gene-05736,detect,phenotype-13340
gene-05736,detect,phenotype-13666
gene-05736,determin,phenotype-13648
gene-05736,differenti,phenotype-13648
gene-05736,evalu,phenotype-04708
gene-05736,exist,phenotype-13146
gene-05736,expression,gene-05165
gene-05736,expression,gene-05850
gene-05736,expression,phenotype-04704
gene-05736,expression,phenotype-06474
gene-05736,expression,phenotype-09986
gene-05736,expression,phenotype-13146
gene-05736,expression,phenotype-13666
gene-05736,found,small_molecule-35496
gene-05736,identifi,phenotype-12705
gene-05736,increase,phenotype-04708
gene-05736,mutate,gene-00563
gene-05736,mutate,gene-03118
gene-05736,mutate,phenotype-13648
gene-05736,observe,phenotype-04712
gene-05736,observe,phenotype-13648
gene-05736,observe,phenotype-13666
gene-05736,patholog,phenotype-13340
gene-05736,predict,gene-00563
gene-05736,predict,phenotype-04708
gene-05736,predict,phenotype-13648
gene-05736,reduce,gene-09208
gene-05738,cause,gene-02203
gene-05738,cause,phenotype-04708
gene-05738,regulate,gene-02203
gene-05755,expression,phenotype-04708
gene-05755,inhibit,phenotype-04708
gene-05755,reduce,gene-00823
gene-05777,expression,gene-16095
gene-05798,affect,disease-0271
gene-05798,affect,phenotype-04711
gene-05798,expression,phenotype-12706
gene-05817,associate,gene-00360
gene-05817,associate,phenotype-13648
gene-05834,expression,phenotype-13340
gene-05854,expression,gene-09724
gene-05857,regulate,gene-03622
gene-05897,exist,phenotype-13322
gene-05902,cause,phenotype-04708
gene-05902,regulate,phenotype-04708
gene-05902,treat,phenotype-04708
gene-05907,inhibit,protein-08067
gene-05909,associate,gene-03468
gene-05909,associate,gene-03472
gene-05909,associate,phenotype-13648
gene-05909,expression,phenotype-04708
gene-05919,associate,small_molecule-09152
gene-05958,affect,gene-04551
gene-05958,associate,phenotype-04708
gene-05958,associate,phenotype-13648
gene-05958,expression,phenotype-13648
gene-05958,predict,phenotype-04708
gene-05958,predict,phenotype-13648
gene-05960,activate,gene-03770
gene-05965,expression,gene-10373
gene-05999,expression,disease-0210
gene-06030,change,phenotype-04706
gene-06030,change,phenotype-13426
gene-06030,confer,small_molecule-10734
gene-06030,expression,gene-00563
gene-06030,gene,small_molecule-10734
gene-06030,risk,phenotype-13340
gene-06050,regulate,gene-04423
gene-06129,associate,phenotype-13648
gene-06129,cause,phenotype-13648
gene-06129,expression,protein-04891
gene-06129,increase,gene-02783
gene-06129,regulate,gene-02783
gene-06129,transloc,gene-02783
gene-06213,analyz,gene-35156
gene-06213,associate,disease-0271
gene-06213,associate,disease-0272
gene-06213,associate,disease-2931
gene-06213,associate,phenotype-00342
gene-06213,associate,phenotype-04535
gene-06213,associate,phenotype-06983
gene-06213,associate,phenotype-12684
gene-06213,cause,gene-06885
gene-06281,act,phenotype-13648
gene-06289,act,phenotype-13648
gene-06289,associate,phenotype-13648
gene-06289,regulate,phenotype-04708
gene-06289,regulate,phenotype-13322
gene-06289,regulate,phenotype-13323
gene-06359,marker,phenotype-04706
gene-06380,marker,disease-1032
gene-06388,treat,disease-0270
gene-06430,associate,small_molecule-12713
gene-06430,predict,gene-00563
gene-06444,cause,phenotype-07332
gene-06520,production,phenotype-05253
gene-06615,associate,gene-17069
gene-06615,associate,small_molecule-11285
gene-06615,detect,drug-10400
gene-06615,marker,drug-10400
gene-06652,affect,phenotype-04708
gene-06652,increase,small_molecule-52726
gene-06723,cause,phenotype-13326
gene-06730,show,phenotype-04712
gene-06730,show,phenotype-13340
gene-06737,activate,gene-04178
gene-06777,expression,gene-01012
gene-06777,expression,phenotype-13340
gene-06777,observe,small_molecule-09152
gene-06791,exist,gene-20553
gene-06796,activate,gene-03014
gene-06796,activate,gene-03770
gene-06796,cause,phenotype-13648
gene-06796,demonstr,gene-03770
gene-06796,expression,gene-03770
gene-06796,regulate,gene-05960
gene-06796,regulate,protein-02186
gene-06839,associate,phenotype-13648
gene-06840,associate,phenotype-13648
gene-06840,cause,gene-06802
gene-06842,associate,gene-01326
gene-06842,associate,phenotype-04708
gene-06842,associate,phenotype-04711
gene-06842,associate,phenotype-13648
gene-06842,regulate,phenotype-13322
gene-06842,show,phenotype-13648
gene-06861,associate,phenotype-04723
gene-06866,associate,phenotype-04723
gene-06872,associate,gene-01870
gene-06872,associate,gene-03747
gene-06872,expression,gene-03747
gene-06872,expression,gene-05958
gene-06885,associate,gene-14409
gene-06885,inhibit,gene-00175
gene-06885,reduce,gene-00175
gene-07044,associate,phenotype-04708
gene-07044,regulate,phenotype-04708
gene-07044,treat,phenotype-04708
gene-07096,reduce,phenotype-13323
gene-07167,prevent,phenotype-05253
gene-07268,associate,phenotype-13340
gene-07268,cause,phenotype-13340
gene-07268,regulate,phenotype-13340
gene-07270,cause,phenotype-04409
gene-07270,cause,phenotype-13322
gene-07270,reduce,phenotype-13647
gene-07293,activate,phenotype-09124
gene-07320,consist,gene-04174
gene-07320,consist,phenotype-13648
gene-07320,found,phenotype-04712
gene-07320,marker,phenotype-04708
gene-07320,risk,phenotype-13322
gene-07359,expression,phenotype-13340
gene-07538,consist,phenotype-13648
gene-07573,interact,phenotype-05253
gene-07646,change,gene-00563
gene-07646,change,phenotype-13648
gene-07646,confer,phenotype-04708
gene-07646,marker,small_molecule-52726
gene-07756,cause,gene-00850
gene-07756,expression,gene-12102
gene-07756,expression,phenotype-03856
gene-07756,inhibit,gene-00486
gene-07778,inhibit,gene-01284
gene-07784,abolish,gene-18926
gene-07784,expression,gene-06541
gene-07784,maintain,phenotype-04383
gene-07784,regulate,phenotype-04363
gene-07784,regulate,phenotype-04723
gene-07791,associate,small_molecule-11280
gene-07791,expression,drug-10400
gene-07804,expression,phenotype-04708
gene-07804,expression,phenotype-13648
gene-07855,treat,gene-02152
gene-07887,associate,drug-10400
gene-07887,associate,gene-17069
gene-07887,associate,small_molecule-11285
gene-07887,expression,drug-10400
gene-07887,expression,gene-17069
gene-07887,expression,small_molecule-11285
gene-07904,cause,phenotype-04708
gene-08025,cause,phenotype-13323
gene-08147,expression,phenotype-05253
gene-08147,expression,small_molecule-06774
gene-08147,marker,small_molecule-06774
gene-08162,cause,phenotype-03856
gene-08162,cause,phenotype-04708
gene-08162,inhibit,phenotype-13648
gene-08162,reduce,gene-00726
gene-08162,reduce,gene-00818
gene-08162,reduce,gene-00842
gene-08278,associate,drug-10400
gene-08278,associate,gene-17069
gene-08278,associate,phenotype-04708
gene-08278,associate,phenotype-13648
gene-08278,associate,small_molecule-11285
gene-08278,differenti,small_molecule-11285
gene-08287,associate,phenotype-13254
gene-08307,treat,disease-0272
gene-08347,marker,disease-0234
gene-08358,observe,phenotype-13648
gene-08402,increase,phenotype-04386
gene-08402,risk,phenotype-04386
gene-08521,affect,phenotype-05253
gene-08614,associate,phenotype-13648
gene-08709,associate,gene-00175
gene-08709,associate,gene-04178
gene-08709,reduce,gene-03468
gene-08768,expression,phenotype-12684
gene-08804,associate,phenotype-04708
gene-08814,associate,phenotype-13648
gene-08814,control,phenotype-04708
gene-08814,expression,gene-01436
gene-08814,inhibit,phenotype-13648
gene-08814,marker,phenotype-04708
gene-08824,activate,gene-00485
gene-08824,expression,phenotype-04723
gene-08824,regulate,gene-00467
gene-08824,regulate,gene-00486
gene-08864,enhance,phenotype-04708
gene-08864,inhibit,gene-03468
gene-08864,inhibit,gene-05958
gene-08864,inhibit,small_molecule-04162
gene-08864,provid,gene-03468
gene-09093,marker,phenotype-04708
gene-09093,regulate,gene-03627
gene-09102,activate,gene-05399
gene-09102,associate,gene-05399
gene-09102,associate,phenotype-13648
gene-09141,associate,gene-00360
gene-09141,associate,gene-07960
gene-09141,associate,phenotype-04708
gene-09141,associate,phenotype-13648
gene-09141,expression,gene-05817
gene-09208,reduce,gene-05736
gene-09208,transloc,gene-05736
gene-09266,associate,gene-00175
gene-09266,associate,gene-25195
gene-09266,inhibit,gene-25195
gene-09266,inhibit,phenotype-13648
gene-09266,phosphorylation,phenotype-04708
gene-09276,associate,gene-24162
gene-09276,marker,gene-24162
gene-09276,regulate,gene-07320
gene-09276,regulate,gene-24162
gene-09325,expression,phenotype-04714
gene-09325,marker,phenotype-07332
gene-09325,observe,phenotype-04714
gene-09449,inhibit,phenotype-04708
gene-09546,associate,phenotype-05253
gene-09546,expression,phenotype-06503
gene-09546,increase,phenotype-05253
gene-09574,associate,disease-0272
gene-09574,associate,phenotype-13648
gene-09574,cause,phenotype-13323
gene-09609,abolish,gene-24128
gene-09872,associate,small_molecule-06774
gene-09872,expression,small_molecule-06774
gene-10058,associate,phenotype-13648
gene-10058,cause,phenotype-04708
gene-10058,inhibit,gene-01565
gene-10058,transloc,gene-01565
gene-10058,transloc,gene-05029
gene-10160,associate,phenotype-13648
gene-10292,activate,gene-02518
gene-10292,expression,small_molecule-52726
gene-10333,differenti,phenotype-13648
gene-10333,expression,phenotype-06474
gene-10337,act,phenotype-04708
gene-10373,affect,phenotype-04708
gene-10373,inhibit,gene-02518
gene-10373,inhibit,phenotype-04708
gene-10979,increase,gene-02718
gene-11062,expression,phenotype-13648
gene-11062,reduce,phenotype-13648
gene-11162,detect,phenotype-13648
gene-11171,associate,gene-15217
gene-11171,change,gene-00554
gene-11171,change,gene-00555
gene-11171,change,gene-05736
gene-11171,change,gene-12399
gene-11171,expression,gene-05732
gene-11171,expression,phenotype-13648
gene-11171,treat,phenotype-04708
gene-11173,cause,gene-00850
gene-11173,inhibit,gene-00486
gene-11173,inhibit,phenotype-04708
gene-11207,affect,phenotype-04708
gene-11207,enhance,phenotype-04708
gene-11207,treat,phenotype-12470
gene-11230,bind,gene-24105
gene-11230,expression,gene-24105
gene-11246,associate,phenotype-13322
gene-11332,cause,disease-0271
gene-11332,expression,disease-0271
gene-11332,expression,disease-0617
gene-11332,expression,phenotype-04708
gene-11332,regulate,disease-0271
gene-11423,increase,phenotype-13340
gene-11423,increase,phenotype-13648
gene-11525,interact,gene-00473
gene-11525,interact,gene-00476
gene-11670,expression,protein-08218
gene-11670,patholog,phenotype-04427
gene-11670,patholog,small_molecule-13815
gene-11701,associate,gene-11171
gene-11701,confer,gene-11171
gene-11701,regulate,gene-03507
gene-11701,regulate,gene-09195
gene-11735,associate,phenotype-13648
gene-11735,cause,gene-04536
gene-11735,cause,phenotype-05253
gene-11735,expression,phenotype-13648
gene-11735,increase,gene-01749
gene-11869,cause,phenotype-12857
gene-11956,confer,phenotype-06472
gene-12103,associate,disease-2005
gene-12103,change,disease-2005
gene-12103,expression,gene-01559
gene-12103,regulate,gene-01559
gene-12156,expression,phenotype-13648
gene-12156,increase,phenotype-13648
gene-12218,associate,phenotype-13340
gene-12320,associate,small_molecule-35610
gene-12336,affect,disease-0271
gene-12336,affect,phenotype-04711
gene-12336,expression,phenotype-12706
gene-12394,affect,phenotype-04708
gene-12394,cause,phenotype-13648
gene-12439,activate,gene-02756
gene-12439,activate,gene-03296
gene-12439,activate,gene-05627
gene-12439,regulate,gene-05965
gene-12467,associate,phenotype-04708
gene-12467,associate,small_molecule-04643
gene-12790,activate,gene-04178
gene-12790,regulate,phenotype-13648
gene-13218,regulate,disease-2931
gene-13237,treat,phenotype-13648
gene-13266,found,disease-6645
gene-13593,detect,phenotype-04706
gene-13601,expression,gene-03481
gene-13601,expression,gene-29485
gene-13601,expression,phenotype-13648
gene-13601,reduce,disease-0270
gene-13601,reduce,disease-0272
gene-13810,associate,phenotype-13648
gene-13934,associate,disease-0210
gene-13934,associate,small_molecule-15875
gene-13934,expression,drug-10400
gene-13999,identifi,phenotype-12705
gene-13999,improve,phenotype-12705
gene-13999,improve,phenotype-13340
gene-13999,observe,phenotype-13340
gene-14171,affect,gene-14170
gene-14171,affect,phenotype-13322
gene-14171,associate,phenotype-04706
gene-14171,identifi,phenotype-13322
